"","ID","plot_order"
"91","NA_ABTC113741_Ct_saxa",91
"92","SAMAR_42768_Ct_late",92
"93","SAMR_65407_Ct_late",93
"94","SAMR_65416_Ct_late",94
"95","SAMR_42758_Ct_late",95
"96","SAMAR_55259_Ct_late",96
"97","SAMR_54340_Ct_late",97
"98","SAMAR_34261_Ct_late",98
"99","SAMAR_42687_Ct_late",99
"100","SAMR_54434_Ct_late",100
"101","SAMAR_54433_Ct_late",101
"102","SAMAR_54463_Ct_late",102
"103","SAMR_46880_Ct_saxa",103
"104","NA_ABTC31797_Ct_saxa",104
"105","SAMR_50208_Ct_saxa",105
"106","SAMR_36349_Ct_brac",106
"107","SAMR_29707_Ct_brac",107
"108","SAMR_36252_Ct_brac",108
"109","WAMR_131018_Ct_fall",109
"110","UMMZ_244288_ct_inor",110
"111","WAMR_131371_Ct_hele",111
"112","WAMR_102423_Ct_saxa",112
"113","WAMR_152991_Ct_seve",113
"114","WAMR_129923_Ct_hele",114
"115","WAMR_145567_Ct_hele",115
"116","WAMR_135396_Ct_hele",116
"117","WAMR_131009_Ct_hele",117
"118","WAMR_140720_Ct_hele",118
"119","SAMR_46119_Ct_hele",119
"120","SAMR_44367_Ct_hele",120
"121","SAMR_45480_Ct_saxa",121
"122","SAMR_48710_Ct_hele",122
"123","WAMR_166390_Ct_hele",123
"124","WAMR_166391_Ct_hele",124
"125","UMMZ_242623_Ct_hele",125
"126","WAMR_094929_Ct_hele",126
"127","NA_ABTC60781_Ct_hele",127
"128","UMMZ_242616_Ct_hele",128
"129","UMMZ_242614_Ct_hele",129
"130","CUMV_14656_Ct_hele",130
"131","CUMV_14611_Ct_hele",131
"132","CUMV_14606_Ct_hele",132
"133","WAMR_102771_Ct_hele",133
"134","CUMV_14596_Ct_hele",134
"135","CUMV_14601_Ct_hele",135
"136","CUMV_14612_Ct_hele",136
"137","CUMV_14604_Ct_hele",137
"138","CUMV_14602_Ct_hele",138
"139","CUMV_14591_Ct_hele",139
