"SAMPLE_ID","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","COLLECTOR_SP","UPDATED_SP","REGION","STATE","LOCATION","LAT","LON"
"UMMZ_242630_Ct_inor","UMFS_20599",NA,"UMMZ_242630",NA,"Ctenotus","inornatus","superciliaris","Australia","WA","Carranya Station, Western Australia",-19.24257,127.78061
"UMMZ_242629_Ct_inor","UMFS_20597",NA,"UMMZ_242629",NA,"Ctenotus","inornatus","superciliaris","Australia","WA","Carranya Station, Western Australia",-19.2425,127.78279
"WAMR_108745_Ct_saxa","WAM_R108745","WAM108745","WAMR_108745","SAXAW108745","Ctenotus","saxatilis","superciliaris","Australia","WA","MABEL DOWNS STATION",-17.283,128.183333
"NTMR_13503_Ct_saxa","ABTC28062","NTM13503","NTMR_13503","SAXAA28062","Ctenotus","saxatilis","superciliaris","Australia","NT","Victoria R. Gregory NP.",-16.823,130.42
"NA_CCM0535_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. superciliaris","Australia","NT","Vic River Region Escarpment Walk",-15.61091,131.11597
"NTMR_25983_Ct_spal","ABTC70692","NTMR25983","NTMR_25983",NA,"Ctenotus","spaldingi","superciliaris","Australia","NT","Jasper Gorge, Gregory National Park",-16.03778,130.79
"WAMR_108698_Ct_saxa","WAM_R108698","WAM108698","WAMR_108698","SAXAW108698","Ctenotus","saxatilis","superciliaris","Australia","WA","CHEERABUN HS",-18.183,125.116667
"WAMR_108766_Ct_saxa","WAM_R108766","WAM108766","WAMR_108766","SAXAW108766","Ctenotus","saxatilis","superciliaris","Australia","WA","SUPPLEJACK BORE",-18.917,125.266667
"WAMR_139005_Ct_saxa","WAM_R139005","WAM139005","WAMR_139005",NA,"Ctenotus","saxatilis","superciliaris","Australia","WA","MANDORA",-19.746,121.4575
"WAMR_135692_Ct_saxa","WAM_R135692","WAM135692","WAMR_135692","SAXAW135692","Ctenotus","saxatilis","superciliaris","Australia","WA","BROOME",-17.983,122.333333
"UMMZ_242625_Ct_inor","UMFS_20516",NA,"UMMZ_242625",NA,"Ctenotus","inornatus","superciliaris","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"UMMZ_242624_Ct_inor","UMFS_20506",NA,"UMMZ_242624",NA,"Ctenotus","inornatus","superciliaris","Australia","WA","Dampier Downs Station, Western Australia",-18.09191,123.56942
"WAMR_132686_Ct_saxa","WAM_R132686","WAM132686","WAMR_132686",NA,"Ctenotus","saxatilis","superciliaris","Australia","WA","SHAY GAP",-20.579,120.318611
"WAMR_132723_Ct_saxa","WAM_R132723","WAM132723","WAMR_132723","SAXAW132723","Ctenotus","saxatilis","superciliaris","Australia","WA","GOLDSWORTHY",-20.318,119.423333
"WAMR_132682_Ct_saxa","WAM_R132682","WAM132682","WAMR_132682","SAXAW132682","Ctenotus","saxatilis","superciliaris","Australia","WA","SHAY GAP",-20.616,120.276111
"WAMR_158204_Ct_saxa","WAM_R158204","WAM158204","WAMR_158204","SAXAW158204","Ctenotus","saxatilis","superciliaris","Australia","WA","ROY HILL",-22.403,119.861111
"WAMR_108816_Ct_saxa","WAM_R108816","WAM108816","WAMR_108816","SAXAW108816","Ctenotus","saxatilis","superciliaris","Australia","WA","CHERRALTA HOMESTEAD",-21.033,116.816667
"WAMR_117679_Ct_saxa","WAM_R117679","WAM117679","WAMR_117679","SAXAW117679","Ctenotus","saxatilis","superciliaris","Australia","WA","VARANUS ISLAND",-20.567,115.566667
"WAMR_132522_Ct_saxa","WAM_R132522","WAM132522","WAMR_132522","SAXAW132522","Ctenotus","saxatilis","superciliaris","Australia","WA","BURRUP PENINSULA",-20.616,116.785
"WAMR_158376_Ct_saxa","WAM_R158376","WAM158376","WAMR_158376","SAXAW158376","Ctenotus","saxatilis","superciliaris","Australia","WA","GIRALIA",-22.644,114.415
"WAMR_153812_Ct_saxa","WAM_R153812","WAM153812","WAMR_153812","SAXAW153812","Ctenotus","saxatilis","superciliaris","Australia","WA","YARDIE HOMESTEAD CARAVAN ",-21.894,114.009444
"NA_CCM3739_Ct_inor","CCM3739",NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","NT","Groote Eyland",-13.905772,136.820635
"SAMR_34123_Ct_hill","ABTC11807","SAM34123","SAMR_34123","HILLA11807","Ctenotus","inornatus","cf. inornatus","Australia","NT","Jabiru East",-12.65,132.8833
"NTMR_20687_Ct_robu","ABTC28421","NTM20687","NTMR_20687","ROBUA28421","Ctenotus","inornatus","inornatus","Australia","NT","Mt. Bundy Stn.",-13.3,131.1
"NA_CCM4920_Ct_essi",NA,"CCM4920","no_voucher",NA,"Ctenotus","essingtonii","cf. inornatus","Australia",NA,"Edith Falls campsite, Nitmaluk NP",-14.17983,132.18614
"NA_CCM1710_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","NT","Willeroo station tip",-15.29606,131.58511
"WAMR_126017_Ct_inor","WAM_R126017","WAM126017","WAMR_126017","INORW126017","Ctenotus","inornatus","inornatus","Australia","WA","KIMBERLEY RESEARCH STATIO",-15.658,128.686389
"NA_CCM1249_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","WA","Silent Grove ranger station",-17.06662,125.2501
"NA_CCM0848_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","WA","Spring Creek - SS2",-15.2002,125.9067
"NA_CCM1580_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","WA","Police valley camp",-16.83117,126.22814
"NA_CCM1530_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. inornatus","Australia","WA","Police Valley site",-16.82743,126.21642
"NA_CCM1444_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","WA","Chamberlain valley woodland",-17.2932,127.2175
"NA_CCM1445_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. inornatus","Australia","WA","Chamberlain valley riparian",-17.2923,127.172
"SAMAR_55799_Ct_late","ABTC77111","SAMAR55799","SAMAR_55799",NA,"Ctenotus","lateralis","cf. eutaenius","Australia","QLD","35k E Mt Surprise on Gulf Developmental Road",-18.12833,144.6328
"SAMR_55874_Ct_euta","ABTC77199","SAM55874","SAMR_55874","EUTAA77199","Ctenotus","eutaenius","eutaenius","Australia","QLD","Charters Towers",-20.089,146.2525
"NA_CCM0090_Ct_late",NA,NA,"no_voucher",NA,"Ctenotus","lateralis","cf. eutaenius","Australia","QLD","COBB GORGE - COBB12",-18.82119,143.40658
"NA_ABTC113741_Ct_saxa","ABTC113741",NA,"QMJ_90645",NA,"Ctenotus","saxatilis","lateralis","Australia","QLD","23.5k NE Alderley Homestead",-22.385,139.8564
"SAMR_65339_Ct_late","ABTC113697","SAM65339","SAMR_65339",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","23.5k NE Alderley Homestead",-22.385,139.8564
"SAMAR_42837_Ct_late","ABTC9082",NA,"SAMAR_42837",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","43k N DIAMANTINA Station",-23.51667,141.4
"SAMAR_42768_Ct_late","ABTC9010",NA,"SAMAR_42768",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","GLEN KYREE Station  S WINTON",-22.96667,142.9
"SAMR_65407_Ct_late","ABTC113882","SAM65407","SAMR_65407",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","17.1k W Noonbah Homestead",-24.10167,143.0175
"SAMR_65416_Ct_late","ABTC113822","SAM65416","SAMR_65416",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","3.7k SSE Noonbah Homestead",-24.13611,143.2017
"SAMR_42758_Ct_late","ABTC09000","SAM42758","SAMR_42758","LATEA09000","Ctenotus","lateralis","lateralis","Australia","QLD","S OF WINTON",-22.667,142.933333
"SAMAR_55259_Ct_late","ABTC82415","SAMAR55259","SAMAR_55259",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","Phosphate Hill  Bloodwood site",-21.91306,140.0217
"SAMR_54340_Ct_late","ABTC72759","SAM54340","SAMR_54340","LATEA72759","Ctenotus","lateralis","lateralis","Australia","QLD","East Leichardt Dam",-20.775,139.7856
"SAMAR_34261_Ct_late","ABTC11988",NA,"SAMAR_34261",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","6k E Camooweel",-19.91667,138.1667
"SAMAR_42687_Ct_late","ABTC8937",NA,"SAMAR_42687",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","7k NE Mt Isa Telecom Repeator Station",-20.71667,139.55
"SAMR_54434_Ct_late","ABTC72839","SAM54434","SAMR_54434","LATEA72839","Ctenotus","lateralis","lateralis","Australia","QLD","21k S Burke & Wills RH",-19.395,140.236667
"SAMAR_54433_Ct_late","ABTC72838","SAMAR54433","SAMAR_54433",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","21k S Burke & Wills RH",-19.39472,140.2367
"SAMAR_54463_Ct_late","ABTC72875","SAMAR54463","SAMAR_54463",NA,"Ctenotus","lateralis","lateralis","Australia","QLD","Burke & Wills RH Dump",-19.22639,140.3481
"SAMR_54008_Ct_saxa","ABTC72702","SAM54008","SAMR_54008","SAXAA72702","Ctenotus","saxatilis","inornatus","Australia","NT","2k N Barrow Creek",-21.506,133.893889
"SAMR_46880_Ct_saxa","ABTC36128","SAM46880","SAMR_46880","SAXAA36128","Ctenotus","saxatilis","inornatus","Australia","SA","11.1k ESE Mt Goodiar Witjira NP",-26.688,135.716667
"NA_ABTC31797_Ct_saxa","ABTC31797",NA,"no_voucher","SAXAA31797","Ctenotus","saxatilis","cf. inornatus","Australia","NT","Log Cabin Dam, MacDonnell Ranges",-23.8,133.2
"SAMR_50208_Ct_saxa","ABTC42206","SAM50208","SAMR_50208","SAXAA42206","Ctenotus","saxatilis","inornatus","Australia","SA","11.2k SW Sentinel Hill",-26.141,132.359167
"SAMR_50209_Ct_saxa","ABTC42208","SAM50209","SAMR_50209","SAXAA42208","Ctenotus","saxatilis","inornatus","Australia","SA","11.2k SW Sentinel Hill",-26.141,132.359167
"SAMR_35964_Ct_hele","ABTC00445","SAM35964","SAMR_35964","HELEA00445","Ctenotus","helenae","inornatus","Australia","SA","Dalhousie Ruins, SA.",-26.517,135.466667
"NTMR_20628_Ct_saxa","ABTC29398","NTM20628","NTMR_20628","SAXAA29398","Ctenotus","saxatilis","inornatus","Australia","NT","Finke Gorge NP",-24.1,132.7
"NMVD_67682_Ct_saxa","ABTC09987","NMVD67682","NMVD_67682","SAXAA09987","Ctenotus","saxatilis","inornatus","Australia","NT","Ormiston",-23.7,132.7
"NMVD_67793_Ct_leae","ABTC10009",NA,"NMVD_67793",NA,"Ctenotus","leae","cf. inornatus","Australia","NT","Finke River",-24.0425,132.706
"SAMR_42918_Ct_saxa","ABTC09164","SAM42918","SAMR_42918","SAXAA09164","Ctenotus","saxatilis","inornatus","Australia","QLD","71 KM W OF WINDORAH",-25.367,141.933333
"SAMR_36349_Ct_brac","ABTC56718","SAM36349","SAMR_36349",NA,"Ctenotus","brachyonyx","inornatus","Australia","SA","20k ESE Kalladeina Bore",-27.717,139.316667
"SAMR_29707_Ct_brac","ABTC53772","SAM29707","SAMR_29707","BRACA53772","Ctenotus","brachyonyx","inornatus","Australia","SA","Danggali CP",-33.2,140.916667
"SAMR_36252_Ct_brac","ABTC56697","SAM36252","SAMR_36252","BRACA56697","Ctenotus","brachyonyx","inornatus","Australia","SA","Billiat CP",-34.9,140.45
"SAMR_45215_Ct_brac","ABTC58077","SAM45215","SAMR_45215","BRACA58077","Ctenotus","brachyonyx","inornatus","Australia","SA","N edge Peebinga CP",-34.958,140.833333
"SAMR_41330_Ct_brac","ABTC39994","SAM41330","SAMR_41330","BRACA39994","Ctenotus","brachyonyx","inornatus","Australia","SA","Oakbank Out Stn",-33.128,140.605556
"WAMR_131018_Ct_fall","WAM_R131018","WAM131018","WAMR_131018","FALLW131018","Ctenotus","inornatus","inornatus","Australia","WA","HAMELIN HOMESTEAD",-26.567,114.233333
"UMMZ_244288_ct_inor","UMFS_21396",NA,"UMMZ_244288",NA,"Ctenotus","inornatus","inornatus","Australia","WA","PERON PENINSULA SITE PP1",-26.05799,113.61562
"WAMR_154016_Ct_fall","WAM_R154016","WAM154016","WAMR_154016","FALLW154016","Ctenotus","fallens","inornatus","Australia","WA","MUCHEA",-31.642,115.9175
"WAMR_131371_Ct_hele","WAM_R131371","WAM131371","WAMR_131371","HELEW131371","Ctenotus","helenae","inornatus","Australia","WA","NANUTARRA ROADHOUSE",-22.833,115.033333
"WAMR_139523_Ct_hele","WAM_R139523","WAM139523","WAMR_139523","HELEW139523","Ctenotus","helenae","inornatus","Australia","WA","GIRALIA",-22.826,114.444722
"WAMR_102423_Ct_saxa","WAM_R102423","WAM102423","WAMR_102423","SAXAW102423","Ctenotus","saxatilis","inornatus","Australia","WA","BARLEE RANGE NATURE RESER",-23.102,116.007778
"WAMR_156159_Ct_seve","WAM_R156159","WAM156159","WAMR_156159","SEVEW156159","Ctenotus","severus","inornatus","Australia","WA","WALDBURG HOMESTEAD",-24.75,117.366667
"WAMR_152991_Ct_seve","WAM_R152991","WAM152991","WAMR_152991","SEVEW152991","Ctenotus","severus","inornatus","Australia","WA","WALGA ROCK",-27.399,117.470833
"WAMR_146913_Ct_seve","WAM_R146913","WAM146913","WAMR_146913","SEVEW146913","Ctenotus","severus","inornatus","Australia","WA","MOUNT GIBSON",-29.585,117.270278
"WAMR_139296_Ct_hele","WAM_R139296","WAM139296","WAMR_139296","HELEW139296","Ctenotus","helenae","inornatus","Australia","WA","MEENTHEENA",-21.245,120.322222
"WAMR_129923_Ct_hele","WAM_R129923","WAM129923","WAMR_129923","HELEW129923","Ctenotus","helenae","inornatus","Australia","WA","WEST ANGELAS",-23.25,118.666667
"WAMR_145567_Ct_hele","WAM_R145567","WAM145567","WAMR_145567",NA,"Ctenotus","helenae","inornatus","Australia","WA","PORT HEDLAND",-20.61,118.61
"WAMR_157646_Ct_hele","WAM_R157646","WAM157646","WAMR_157646","HELEW157646","Ctenotus","helenae","inornatus","Australia","WA","NEWMAN",-23.312,119.795556
"WAMR_145698_Ct_hele","WAM_R145698","WAM145698","WAMR_145698",NA,"Ctenotus","helenae","inornatus","Australia","WA","WEELI WOLLI CREEK",-22.958,119.178889
"WAMR_135396_Ct_hele","WAM_R135396","WAM135396","WAMR_135396","HELEW135396","Ctenotus","helenae","inornatus","Australia","WA","MT BROCKMAN STATION",-22.42,117.43
"WAMR_141301_Ct_hele","WAM_R141301","WAM141301","WAMR_141301","HELEW141301","Ctenotus","helenae","inornatus","Australia","WA","CAPE PRESTON",-21.066,116.149167
"WAMR_131009_Ct_hele","WAM_R131009","WAM131009","WAMR_131009","HELEW131009","Ctenotus","helenae","inornatus","Australia","WA","MILLSTREAM-CHICHESTER NP",-21.19,117.172222
"WAMR_140720_Ct_hele","WAM_R140720","WAM140720","WAMR_140720",NA,"Ctenotus","helenae","inornatus","Australia","WA","HOPE DOWNS",-22.821,119.325833
"WAMR_166392_Ct_hele","ABTC91638","WAM166392","WAMR_166392","HELEA91638","Ctenotus","helenae","inornatus","Australia","WA","Kutjuntari Rockhole",-24.8914,128.7692
"SAMR_44377_Ct_hele","ABTC41498","SAM44377","SAMR_44377","HELEA41498","Ctenotus","helenae","inornatus","Australia","SA","20k NE Mt Cooparinna",-26.297,130.151667
"SAMR_46119_Ct_hele","ABTC41775","SAM46119","SAMR_46119","HELEA41775","Ctenotus","helenae","inornatus","Australia","SA","27k NE Pipalyatjara",-26.053,129.408056
"SAMR_44367_Ct_hele","ABTC41506","SAM44367","SAMR_44367","HELEA41506","Ctenotus","helenae","inornatus","Australia","SA","12.5k ENE Mt Cooparinna",-26.346,130.09
"SAMR_45480_Ct_saxa","ABTC41729","SAM45480","SAMR_45480","SAXAA41729","Ctenotus","saxatilis","inornatus","Australia","SA","9.7k S Ampeinna Hills",-27.157,131.131111
"SAMR_48710_Ct_hele","ABTC41974","SAM48710","SAMR_48710","HELEA41974","Ctenotus","helenae","inornatus","Australia","SA","4k W Mt Lindsay SA",-27.029,129.839167
"WAMR_166390_Ct_hele","ABTC91786","WAM166390","WAMR_166390","HELEA91786","Ctenotus","helenae","inornatus","Australia","WA","Morgan Range",-25.9386,128.3897
"WAMR_166391_Ct_hele","ABTC91631","WAM166391","WAMR_166391","HELEA91631","Ctenotus","helenae","inornatus","Australia","WA","0.5k E Pungkulpirri Waterhole, Walter James Ranges",-24.6542,128.7553
"WAMR_084577_Ct_hele","WAM_R084577","WAM084577","WAMR_084577","HELEW084577","Ctenotus","helenae","inornatus","Australia","WA","NORTH LAKE THROSSELL",-27.25,124.416667
"SAMR_32276_Ct_hele","ABTC64312","SAM32276","SAMR_32276","HELEA64312","Ctenotus","helenae","inornatus","Australia","SA","50km SW Halinor Lake, SA.",-29.525,130.15
"WAMR_108742_Ct_hele","WAM_R108742","WAM108742","WAMR_108742","HELEW108742","Ctenotus","helenae","inornatus","Australia","WA","BANANA SPRINGS",-18.9,128.8
"UMMZ_242623_Ct_hele","UMFS_20603",NA,"UMMZ_242623",NA,"Ctenotus","helenae","inornatus","Australia","WA","Stretch Lagoon",-19.678985,127.58666
"WAMR_094929_Ct_hele","WAM_R094929","WAM094929","WAMR_094929","HELEW094929","Ctenotus","helenae","inornatus","Australia","WA","THOMPSON HILLS",-21.333,124.75
"WAMR_108911_Ct_hele","WAM_R108911","WAM108911","WAMR_108911","HELEW108911","Ctenotus","helenae","inornatus","Australia","WA","TELFER",-21.883,122.366667
"NA_ABTC60781_Ct_hele","ABTC60781",NA,"no_voucher","HELEA60781","Ctenotus","helenae","cf. inornatus","Australia","NT","30km SW Sangster's Bore",-20.83,130.42
"UMMZ_242616_Ct_hele","UMFS_20510",NA,"UMMZ_242616",NA,"Ctenotus","helenae","inornatus","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"UMMZ_242614_Ct_hele","UMFS_20505",NA,"UMMZ_242614",NA,"Ctenotus","helenae","inornatus","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"CUMV_14656_Ct_hele","DLR0605","CU14656","CUMV_14656",NA,"Ctenotus","helenae","inornatus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14611_Ct_hele","DLR0278","CU14611","CUMV_14611","HELEDLR0278","Ctenotus","helenae","inornatus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14655_Ct_hele","DLR0592","CU14655","CUMV_14655",NA,"Ctenotus","helenae","inornatus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"SAMR_36875_Ct_regi","ABTC56886","SAM36875","SAMR_36875","REGIA56886","Ctenotus","regius","cf. inornatus","Australia","QLD","38k S Toompine",-27.55,144.316667
"CUMV_14606_Ct_hele","DLR0563","CU14606","CUMV_14606","HELEDLR0563","Ctenotus","helenae","inornatus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"WAMR_102671_Ct_hele","WAM_R102671","WAM102671","WAMR_102671","HELEW102671","Ctenotus","helenae","inornatus","Australia","WA","LITTLE SANDY DESERT",-24.054,120.406667
"WAMR_102771_Ct_hele","WAM_R102771","WAM102771","WAMR_102771","HELE102771","Ctenotus","helenae","inornatus","Australia","WA","LITTLE SANDY DESERT",-24.532,120.291111
"CUMV_14596_Ct_hele","DLR0179","CU14596","CUMV_14596",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14601_Ct_hele","DLR0141","CU14601","CUMV_14601",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_141131_Ct_hele","WAM_R141131","WAM141131","WAMR_141131","HELEW141131","Ctenotus","helenae","inornatus","Australia","WA","LEINSTER DOWNS STATION",-27.965,120.389167
"CUMV_14612_Ct_hele","DLR0376","CU14612","CUMV_14612","HELEDLR0376","Ctenotus","helenae","inornatus","Australia","WA","Lake Mason Stn, Western Australia",-27.586,119.5208
"CUMV_14597_Ct_hele","DLR0070","CU14597","CUMV_14597",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14604_Ct_hele","DLR0223","CU14604","CUMV_14604","HELEDLR0223","Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_145926_Ct_hele","WAM_R145926","WAM145926","WAMR_145926","HELEW145926","Ctenotus","helenae","inornatus","Australia","WA","CUNDEELEE",-30.723,123.423889
"CUMV_14602_Ct_hele","DLR0193","CU14602","CUMV_14602","HELEDLR0193","Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14595_Ct_hele","DLR0132","CU14595","CUMV_14595",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14593_Ct_hele","DLR0093","CU14593","CUMV_14593",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14589_Ct_hele","DLR0036","CU14589","CUMV_14589",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14594_Ct_hele","DLR0116","CU14594","CUMV_14594",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14600_Ct_hele","DLR0049","CU14600","CUMV_14600","HELEDLR0049","Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14591_Ct_hele","DLR0134","CU14591","CUMV_14591",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14599_Ct_hele","DLR0130","CU14599","CUMV_14599",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14598_Ct_hele","DLR0090","CU14598","CUMV_14598",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14590_Ct_hele","DLR0119","CU14590","CUMV_14590",NA,"Ctenotus","helenae","inornatus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
