"SAMPLE_ID","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","COLLECTOR_SP","UPDATED_SP","REGION","STATE","LOCATION","LAT","LON"
"CUMV_14812_Ct_aria","DLR0196","CU14812","CUMV_14812","ARIADLR0196","Ctenotus","ariadnae","ariadnae","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_158428_Ct_mary","WAM_R158428","WAM158428","WAMR_158428","MARYW158428","Ctenotus","maryani","maryani","Australia","WA","GIRALIA",-22.701,114.490278
"WAMR_140983_Ct_mary","WAM_R140983","WAM140983","WAMR_140983","MARYW140983","Ctenotus","maryani","maryani","Australia","WA","URALA STATION",-21.784,114.863889
"CUMV_14817_Ct_quat","DLR0395","CU14817","CUMV_14817","QUATDLR0395","Ctenotus","quattuordecimlineatus","cf. atlas","Australia","WA","Lake Mason Stn, Western Australia",-27.586,119.5208
"CUMV_14820_Ct_quat","DLR0411","CU14820","CUMV_14820","QUATDLR0411","Ctenotus","quattuordecimlineatus","cf. atlas","Australia","WA","Lake Mason Stn, Western Australia",-27.586,119.5208
"WAMR_126428_Ct_atla","ABTC69293","WAM126428","WAMR_126428","ATLAA69293","Ctenotus","atlas","atlas","Australia","WA","Bungalbin",-30.283,119.7603
"WAMR_136457_Ct_atla","ABTC69310","WAM136457","WAMR_136457","ATLAA69310","Ctenotus","atlas","atlas","Australia","WA","Yuinmery Station",-28.617,119.0667
"WAMR_135237_Ct_atla","ABTC69306","WAM135237","WAMR_135237","ATLAA69306","Ctenotus","atlas","atlas","Australia","WA","20k NNE Norseman",-32.007,121.8308
"WAMR_135218_Ct_atla","ABTC69304","WAM135218","WAMR_135218","ATLAA69304","Ctenotus","atlas","atlas","Australia","WA","Jimberlana Hill",-32.14,121.8444
"SAMR_55208_Ct_atla","ABTC74554","SAM55208","SAMR_55208","ATLAA74554","Ctenotus","atlas","atlas","Australia","SA","7.2k WNW Gluepot HS",-33.741,140.0483
"SAMR_60360_Ct_atla","ABTC87817","SAM60360","SAMR_60360","ATLAA87817","Ctenotus","atlas","atlas","Australia","SA","137.2k W Oak Valley",-29.499,129.3319
"SAMR_32080_Ct_atla","ABTC64146","SAM32080","SAMR_32080","ATLAA64146","Ctenotus","atlas","atlas","Australia","SA","5k SSW Immarna Siding",-30.547,132.1378
"SAMR_32256_Ct_atla","ABTC64332","SAM32256","SAMR_32256","ATLAA64332","Ctenotus","atlas","atlas","Australia","SA","39k SW Halinor Lake",-29.445,130.1744
"WAMR_113416_Ct_atla","ABTC69288","WAM113416","WAMR_113416","ATLAA69288","Ctenotus","atlas","atlas","Australia","WA","25k NE Queen Victoria Springs",-30.225,123.6833
"SAMR_31859_Ct_atla","ABTC53786","SAM31859","SAMR_31859","ATLAA53786","Ctenotus","atlas","atlas","Australia","SA","10k S Mt Christie Siding",-30.615,133.2322
"SAMR_31899_Ct_atla","ABTC53538","SAM31899","SAMR_31899","ATLAA53538","Ctenotus","atlas","atlas","Australia","SA","Pinjarra Dam",-32.15,134.6317
"SAMR_37962_Ct_atla","ABTC57033","SAM37962","SAMR_37962","ATLAA57033","Ctenotus","atlas","atlas","Australia","SA","2.5k NW Iron Chieftain",-33.167,137.1333
"SAMR_37942_Ct_atla","ABTC57019","SAM37942","SAMR_37942",NA,"Ctenotus","atlas","atlas","Australia","SA","Munyaroo CP, 8k SW Moonabie HS",-33.294,137.2083
"SAMR_57397_Ct_atla","ABTC95560","SAM57397","SAMR_57397","ATLAA95560","Ctenotus","atlas","atlas","Australia","SA","9.5k SSW Murninnie",-33.393889,137.342778
"SAMAR_51242_Ct_regi","ABTC42316","SAMAR51242","SAMAR_51242",NA,"Ctenotus","regius","regius","Australia","SA","9.4k SSW Granite Downs HS",-27.02028,133.47
"NTMR_18309_Ct_regi","ABTC30292","NTM18309","NTMR_18309","REGIA30292","Ctenotus","regius","regius","Australia","NT","Finke Gorge NP",-24.065,132.744167
"SAMAR_53967_Ct_regi","ABTC72670","SAMAR53967","SAMAR_53967",NA,"Ctenotus","regius","regius","Australia","NT","Finke River  crossing Stuart Highway",-24.55528,133.2383
"SAMR_36241_Ct_hele","ABTC56686","SAM36241","SAMR_36241","HELEA56686","Ctenotus","helenae","cf. regius","Australia","NT","Curtin Springs HS, Mulga Pk Rd",-25.392,131.766667
"SAMAR_51421_Ct_regi","ABTC38738","SAMAR51421","SAMAR_51421",NA,"Ctenotus","regius","regius","Australia","SA","14.4k WNW Approdinna Attora Knolls",-26.04806,137.4675
"SAMAR_32289_Ct_regi","ABTC64325","SAMAR32289","SAMAR_32289",NA,"Ctenotus","regius","regius","Australia","SA","29k N Muckera RH",-29.85972,130.1022
"SAMR_48330_Ct_regi","ABTC36611","SAM48330","SAMR_48330","REGIA36611","Ctenotus","regius","regius","Australia","SA","1k SE Old Lake Dismal",-32.053,140.927222
"SAMAR_54164_Ct_regi","ABTC79533","SAMAR54164","SAMAR_54164",NA,"Ctenotus","regius","regius","Australia","SA","6.6k SSE Kalamurina HS",-27.77833,138.2758
"SAMR_47236_Ct_regi","ABTC36337","SAM47236","SAMR_47236","REGIA36337","Ctenotus","regius","regius","Australia","SA","6.3k SSW 99 Dam Anna Ck Stn",-28.951,136.781944
"SAMAR_40597_Ct_regi","ABTC57401","SAMAR40597","SAMAR_40597",NA,"Ctenotus","regius","regius","Australia","SA","4k E Lake Woorong",-29.45,134.2
"SAMAR_31877_Ct_regi","ABTC64062","SAMAR31877","SAMAR_31877",NA,"Ctenotus","regius","regius","Australia","SA","2k E Mt Finke",-30.92389,134.0303
"SAMAR_40888_Ct_regi","ABTC57523","SAMAR40888","SAMAR_40888",NA,"Ctenotus","regius","regius","Australia","SA","Morgan CP",-34.05,139.1833
"SAMR_55163_Ct_regi","ABTC74522","SAM55163","SAMR_55163","REGIA74522","Ctenotus","regius","regius","Australia","SA","6.8k N Gluepot HS",-33.704,140.125556
"SAMAR_48098_Ct_regi","ABTC58489","SAMAR48098","SAMAR_48098",NA,"Ctenotus","regius","regius","Australia","SA","5k S Quinyambie Station",-30.25778,140.9864
"SAMAR_57181_Ct_regi","ABTC95326","SAMAR57181","SAMAR_57181",NA,"Ctenotus","regius","regius","Australia","SA","17.1k E Vokes Hill Corner",-28.56889,130.8564
"SAMAR_57722_Ct_regi","ABTC95809","SAMAR57722","SAMAR_57722",NA,"Ctenotus","regius","regius","Australia","SA","25k WNW Iron Duke",-33.22222,136.8444
"QMJ_62372_Ct_regi","ABTC32188","QMJ62372","QMJ_62372",NA,"Ctenotus","regius","regius","Australia","QLD","Durrie Station",-25.65,140.2333
"NA_ABTC86833_Ct_regi","ABTC86833","No voucher","no_voucher",NA,"Ctenotus","regius","cf. regius","Australia","VIC","Nowingi",-34.58333,142.2167
"SAMAR_54242_Ct_leae","ABTC79625","SAMAR54242","SAMAR_54242",NA,"Ctenotus","leae","leae","Australia","SA","23.5k W Kannakaninna WH  Kalamurina Station",-27.89306,137.7333
"SAMAR_51431_Ct_leae","ABTC38765","SAMAR51431","SAMAR_51431",NA,"Ctenotus","leae","leae","Australia","SA","6.4k WNW Approdinna Attora Knolls",-26.04028,137.5553
"SAMAR_24688_Ct_leae","ABTC53671","SAMAR24688","SAMAR_24688",NA,"Ctenotus","leae","leae","Australia","SA","13k SSW Merty Merty HS",-28.66667,140.2167
"SAMAR_43880_Ct_leae","ABTC22305",NA,"SAMAR_43880",NA,"Ctenotus","leae","leae","Australia","SA","10.5k SSE Koonchera Waterhole",-26.76167,139.53
"SAMAR_66522_Ct_leae","ABTC125360","SAMAR66522","SAMAR_66522",NA,"Ctenotus","leae","leae","Australia","SA","9k WSW Ediacara Homestead",-30.4436,137.8297
"SAMAR_38585_Ct_leae","ABTC57254","SAMAR38585","SAMAR_38585",NA,"Ctenotus","leae","leae","Australia","SA","50m S Yorkeys Crossing",-32.41667,137.75
"SAMAR_46332_Ct_leae","ABTC35758","SAMAR46332","SAMAR_46332",NA,"Ctenotus","leae","leae","Australia","SA","5.4k S Sheep Camp WH",-29.78417,136.9228
"SAMAR_40799_Ct_leae","ABTC57490","SAMAR40799","SAMAR_40799",NA,"Ctenotus","leae","leae","Australia","SA","3k W Wirrappa Rail Siding",-31.4,136.9667
"SAMAR_52787_Ct_leae","ABTC73513","SAMAR52787","SAMAR_52787",NA,"Ctenotus","leae","leae","Australia","SA","24.4k SSE Hamilton HS",-26.90611,135.1961
"SAMAR_31889_Ct_leae","ABTC64052","SAMAR31889","SAMAR_31889",NA,"Ctenotus","leae","leae","Australia","SA","9.2k NE Mt Finke",-30.89278,134.1
"SAMAR_36086_Ct_leae","ABTC30801","SAMAR36086","SAMAR_36086",NA,"Ctenotus","leae","leae","Australia","NT","Yulara",-25.23333,131.0167
"SAMAR_32054_Ct_leae","ABTC64144","SAMAR32054","SAMAR_32054",NA,"Ctenotus","leae","leae","Australia","SA","5.5k S Immarna Siding",-30.55194,132.145
"SAMAR_45966_Ct_leae","ABTC58273","SAMAR45966","SAMAR_45966",NA,"Ctenotus","leae","leae","Australia","SA","25k NW Kunytjanu",-26.48778,129.1736
"CUMV_14470_Ct_leae","DLR0570","CU14470","CUMV_14470","LEAEDLR0570","Ctenotus","leae","leae","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"NA_ABTC10512_Ct_leae","ABTC10512",NA,"no_voucher",NA,"Ctenotus","leae","cf. leae","Australia","WA","Officer Basin",-29.96667,123.7667
"SAMAR_29853_Ct_leae","ABTC4196",NA,"SAMAR_29853",NA,"Ctenotus","leae","leae","Australia","NT","Curtin Springs",-25.5,131.8167
"CUMV_14469_Ct_leae","DLR0528","CU14469","CUMV_14469","LEAEDLR0528","Ctenotus","leae","leae","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14468_Ct_leae","DLR0454","CU14468","CUMV_14468","LEAEDLR0454","Ctenotus","leae","leae","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14467_Ct_leae","DLR0271","CU14467","CUMV_14467","LEAEDLR0271","Ctenotus","leae","leae","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"SAMAR_28517_Ct_olym","ABTC53757","SAMAR28517","SAMAR_28517",NA,"Ctenotus","olympicus","olympicus","Australia","SA","115-120k NE Minnipa",-32.33333,136.2833
"SAMAR_45620_Ct_olym","ABTC58228","SAMAR45620","SAMAR_45620",NA,"Ctenotus","olympicus","olympicus","Australia","SA","Dulkaninna Station",-29.06667,138.4833
"AMSR_153434_Ct_uber","ABTC75883",NA,"AMSR_153434",NA,"Ctenotus","uber","cf. olympicus","Australia","NSW","Glen Tilt Station",-33.748,143.582
"SAMAR_41282_Ct_olym","ABTC39891","SAMAR41282","SAMAR_41282",NA,"Ctenotus","olympicus","olympicus","Australia","SA","Twenty Three Mile Dam",-33.70278,140.9889
"SAMR_48964_Ct_olym","ABTC37159","SAM48964","SAMR_48964","OLYMA37159","Ctenotus","olympicus","olympicus","Australia","SA","Andamooka Stn",-30.79,137.400556
"SAMAR_44654_Ct_olym","ABTC57926","SAMAR44654","SAMAR_44654",NA,"Ctenotus","olympicus","olympicus","Australia","SA","N side Arckaringa Creek",-27.75,134.6222
"SAMAR_46343_Ct_olym","ABTC35803","SAMAR46343","SAMAR_46343",NA,"Ctenotus","olympicus","olympicus","Australia","SA","6.5k WNW Johnson Bore",-29.51361,136.1558
"SAMAR_62424_Ct_orie","ABTC92246","SAMAR62424","SAMAR_62424",NA,"Ctenotus","orientalis","cf. olympicus","Australia","SA","17k NE Mount Penrhyn",-29.29028,135.0911
"SAMAR_43599_Ct_olym","ABTC57824","SAMAR43599","SAMAR_43599",NA,"Ctenotus","olympicus","olympicus","Australia","SA","3k S Skylark Dam  Mount Eba Station",-29.55,135.2833
"AMSR_152993_Ct_uber","ABTC75881",NA,"AMSR_152993",NA,"Ctenotus","uber","cf. orientalis","Australia","NSW","Milparinka",-29.733,141.867
"AMSR_138399_Ct_uber","ABTC75825",NA,"AMSR_138399",NA,"Ctenotus","uber","cf. orientalis","Australia","NSW","Sturt NP",-29.422,142.283
"SAMAR_61391_Ct_orie","ABTC89366","SAMAR61391","SAMAR_61391",NA,"Ctenotus","orientalis","orientalis","Australia","SA","19.6k WSW Charra",-32.14722,133.1417
"SAMAR_25645_Ct_orie","ABTC40781","SAMAR25645","SAMAR_25645",NA,"Ctenotus","orientalis","orientalis","Australia","SA","near Colona Station",-31.53333,132.2667
"WAMR_112780_Ct_orie","WAM_R112780","WAM112780","WAMR_112780","ORIEW112780","Ctenotus","orientalis","orientalis","Australia","WA","NOONDOONIA STATION",-32.073,124.002778
"SAMAR_38335_Ct_orie","ABTC57134","SAMAR38335","SAMAR_38335",NA,"Ctenotus","orientalis","orientalis","Australia","SA","Roonka  10k N Blanchetown",-34.28333,139.6333
"SAMAR_49444_Ct_orie","ABTC37641","SAMAR49444","SAMAR_49444",NA,"Ctenotus","orientalis","orientalis","Australia","SA","6.1k NE Russell Camp",-36.49111,140.37
"SAMAR_39580_Ct_orie","ABTC34524","SAMAR39580","SAMAR_39580",NA,"Ctenotus","orientalis","orientalis","Australia","SA","7.5k NNW Kirra",-35.71583,140.8469
"SAMAR_52918_Ct_orie","ABTC74174","SAMAR52918","SAMAR_52918",NA,"Ctenotus","orientalis","orientalis","Australia","SA","Gammon Ranges NP",-30.42778,139.145
"SAMR_58425_Ct_orie","ABTC80106","SAM58425","SAMR_58425","ORIEA80106","Ctenotus","orientalis","orientalis","Australia","SA","6.6 km ENE Tungketta Hill",-33.721,135.126944
"SAMAR_67475_Ct_orie","ABTC125081","SAMAR67475","SAMAR_67475",NA,"Ctenotus","orientalis","orientalis","Australia","SA","17 km north-north-west of Cleve.  2.5 km south along Roberts Fire track.",-33.55306,136.4458
"SAMAR_42950_Ct_orie","ABTC9197",NA,"SAMAR_42950",NA,"Ctenotus","orientalis","cf. astarte","Australia","QLD","Betoota",-25.68333,140.7333
"SAMAR_42949_Ct_orie","ABTC9196",NA,"SAMAR_42949",NA,"Ctenotus","orientalis","cf. astarte","Australia","QLD","9k W Betoota",-25.75,140.7167
"SAMAR_42823_Ct_asta","ABTC9068",NA,"SAMAR_42823",NA,"Ctenotus","astarte","astarte","Australia","QLD","Springvale dump",-23.55,140.6833
"SAMR_42801_Ct_asta","ABTC09043","SAM42801","SAMR_42801","ASTAA09043","Ctenotus","astarte","astarte","Australia","QLD","22 KM W OF DIAMANTINA STN",-23.667,140.966667
"SAMAR_42903_Ct_asta","ABTC9149",NA,"SAMAR_42903",NA,"Ctenotus","astarte","astarte","Australia","QLD","24k W Birdsville turnoff",-25.56667,141.5167
"SAMAR_42840_Ct_asta","ABTC9085",NA,"SAMAR_42840",NA,"Ctenotus","astarte","astarte","Australia","QLD","Mt Windsor",-23.63333,141.6667
"SAMAR_42843_Ct_asta","ABTC9088",NA,"SAMAR_42843",NA,"Ctenotus","astarte","astarte","Australia","QLD","59k E Mt Windsor",-23.63333,142.2
"QMJ_62373_Ct_asta","ABTC32189","QMJ62373","QMJ_62373",NA,"Ctenotus","astarte","astarte","Australia","QLD","Morney Station Dump",-25.36667,141.4667
"WAMR_139532_Ct_iape","WAM_R139532","WAM139532","WAMR_139532","IAPEW139532","Ctenotus","iapetus","iapetus","Australia","WA","GIRALIA",-22.753,114.513889
"WAMR_157205_Ct_iape","WAM_R157205","WAM157205","WAMR_157205","IAPEW157205","Ctenotus","iapetus","iapetus","Australia","WA","YANREY",-22.329,114.440278
"WAMR_129972_Ct_quat","WAM_R129972","WAM129972","WAMR_129972","QUATW129972","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","MOUNT JOEL",-27.217,121.05
"WAMR_131053_Ct_quat","WAM_R131053","WAM131053","WAMR_131053","QUATW131053","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","KIWIRRKURRA",-22.817,127.75
"SAMR_44403_Ct_quat","ABTC41590","SAM44403","SAMR_44403","QUATA41590","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","SA","8.5k NW Mt Kintore",-26.503,130.428611
"SAMR_43844_Ct_quat","ABTC59648","SAM43844","SAMR_43844","QUATA59648","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","SA","1-2K E SERPENTINE LKS ACCESS RD",-28.5,129.033333
"WAMR_145331_Ct_quat","WAM_R145331","WAM145331","WAMR_145331","QUATW145331","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","CARNARVON RANGE",-25.279,120.619167
"WAMR_127432_Ct_quat","WAM_R127432","WAM127432","WAMR_127432","QUATW127432","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","JOANNA SPRINGS",-20.083,123.95
"UMMZ_242645_Ct_quat","UMFS_20595",NA,"UMMZ_242645",NA,"Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","Carranya Station, Western Australia",-19.2393,127.82636
"UMMZ_242646_Ct_quat","UMFS_20611",NA,"UMMZ_242646",NA,"Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","Carranya Station, Western Australia",-19.22818,127.84773
"WAMR_139086_Ct_quat","WAM_R139086","WAM139086","WAMR_139086","QUATW139086","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","MANDORA",-19.808,121.463889
"SAMR_58939_Ct_quat","ABTC80704","SAM58939","SAMR_58939","QUATA80704","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","SA","57.5 Km WNW Oak Valley",-29.061,130.293889
"SAMR_48772_Ct_quat","ABTC42001","SAM48772","SAMR_48772","QUATA42001","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","SA","6.4k W Mt Lindsay SA",-27.027,129.815
"CUMV_14847_Ct_quat","DLR0526","CU14847","CUMV_14847","QUATDLR0526","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"SAMR_62088_Ct_quat","ABTC91459","SAM62088","SAMR_62088","QUATA91459","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","WA","12.2k N Pungkulpirri Waterhole, Walter James Range",-24.5594,128.7097
"SAMR_46967_Ct_sept","ABTC36025","SAM46967","SAMR_46967","SEPTA36025","Ctenotus","septenarius","septenarius","Australia","SA","7.8k SW Mosquito Camp Dam",-26.16,134.431944
"SAMR_51539_Ct_sept","ABTC42346","SAM51539","SAMR_51539","SEPTA42346","Ctenotus","septenarius","septenarius","Australia","SA","35k ESE Amata",-26.253,131.480278
"SAMAR_44726_Ct_sept","ABTC937",NA,"SAMAR_44726",NA,"Ctenotus","septenarius","septenarius","Australia","SA","Welbourne Hill Station",-27.56778,134.4911
"WAMR_154802_Ct_uber","WAM_R154802","WAM154802","WAMR_154802","UBERW154802","Ctenotus","uber","cf. rutilans","Australia","WA","MUNJINA ROADHOUSE",-22.068,118.995278
"WAMR_110738_Ct_ruti","WAM_R110738","WAM110738","WAMR_110738","RUTIW110738","Ctenotus","rutilans","rutilans","Australia","WA","MOUNT BROCKMAN HOMESTEAD",-22.604,117.193333
"CUMV_14379_Ct_uber","DLR0041","CU14379","CUMV_14379","UBERDLR0041","Ctenotus","uber","uber","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_145646_Ct_uber","WAM_R145646","WAM145646","WAMR_145646","UBERW145646","Ctenotus","uber","uber","Australia","WA","PORT HEDLAND",-22.39,119.99
"UMMZ_242653_Ct_tana","UMFS_20616",NA,"UMMZ_242653",NA,"Ctenotus","tanamiensis","tanamiensis","Australia","WA","Carranya Station, Western Australia",-19.24111,127.84658
"NTMR_13629_Ct_gree","ABTC61693","NTM13629","NTMR_13629","GREEA61693","Ctenotus","greeri","greeri","Australia","NT","Elliot",-17.617,133.517
"SAMR_48771_Ct_gree","ABTC42000","SAM48771","SAMR_48771","GREEA42000","Ctenotus","greeri","greeri","Australia","SA","6.4k W Mt Lindsay",-27.027,129.815
"CUMV_14378_Ct_gree","DLR0344","CU14378","CUMV_14378",NA,"Ctenotus","greeri","greeri","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14377_Ct_gree","DLR0324","CU14377","CUMV_14377","GREEDLR0324","Ctenotus","greeri","greeri","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"NTMR_22387_Ct_mili","ABTC29855","NTM22387","NTMR_22387","MILIA29855","Ctenotus","militaris","militaris","Australia","NT","Keep R Gorge Carpark, Keep R NP",-15.835,129.108611
"NTMR_20881_Ct_gagu","ABTC29095","NTM20881","NTMR_20881",NA,"Ctenotus","gagudju","gagudju","Australia","NT","Jabiru Airstrip",-12.67,132.91
"SAMR_54030_Ct_pulc","ABTC72724","SAM54030","SAMR_54030","PULCA72724","Ctenotus","pulchellus","pulchellus","Australia","NT","Brunette Downs Racecourse",-18.592,136.089444
"SAMR_54025_Ct_pulc","ABTC72720","SAM54025","SAMR_54025",NA,"Ctenotus","pulchellus","pulchellus","Australia","NT","Brunette Downs Racecourse",-18.592,136.0894
"SAMAR_42701_Ct_pulc","ABTC8951",NA,"SAMAR_42701",NA,"Ctenotus","pulchellus","pulchellus","Australia","QLD","Quamby",-20.36667,140.2833
"SAMR_42772_Ct_pulc","ABTC09014","SAM42772","SAMR_42772","PULCA09014","Ctenotus","pulchellus","pulchellus","Australia","QLD","Glen Kyree Station, S Winton",-22.967,142.9
"SAMAR_42675_Ct_pulc","ABTC8928",NA,"SAMAR_42675",NA,"Ctenotus","pulchellus","pulchellus","Australia","QLD","138k N Boulia",-21.73333,139.55
"SAMR_42708_Ct_pulc","ABTC08955","SAM42708","SAMR_42708","PULCA08955","Ctenotus","pulchellus","pulchellus","Australia","QLD","Mica Creek, near Mount Isa",-20.767,139.4833
"SAMAR_42708_Ct_pulc","ABTC8955",NA,"SAMAR_42708",NA,"Ctenotus","pulchellus","pulchellus","Australia","QLD","Mica Creek  near Mount Isa",-20.76667,139.4833
"SAMR_55678_Ct_hebe","ABTC76997","SAM55678","SAMR_55678","HEBEA76997","Ctenotus","hebetior","hebetior","Australia","QLD","~ 40k S Torrens Ck on Torrens Ck-Aramac Rd",-21.092,145.004444
"SAMAR_55677_Ct_hebe","ABTC76996","SAMAR55677","SAMAR_55677",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","~40k S Torrens Creek on Torrens Creek-Aramac Road",-21.09167,145.0044
"SAMR_65347_Ct_hebe","ABTC113758","SAM65347","SAMR_65347",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","8.4k SW Two Rivers Homestead",-22.39056,139.9589
"SAMR_65346_Ct_hebe","ABTC113678","SAM65346","SAMR_65346",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","8.4k SW Two Rivers Homestead",-22.39056,139.9589
"SAMAR_42776_Ct_hebe","ABTC9018",NA,"SAMAR_42776",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","GLEN KYREE Station  S WINTON",-22.96667,142.9
"SAMAR_42788_Ct_hebe","ABTC9030",NA,"SAMAR_42788",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","Diamantina Station dump",-23.75,141.1333
"SAMAR_42880_Ct_hebe","ABTC9124",NA,"SAMAR_42880",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","30k E NOONBAH Station",-24.11667,143.4167
"SAMR_65380_Ct_hebe","ABTC113849","SAM65380","SAMR_65380",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","3.6k NNE Noonbah Homestead",-24.07556,143.1897
"NA_ABTC113897_Ct_hebe","ABTC113897",NA,"QMJ_90799",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","5.3k SW Ballards tank, Plevna Downs",-26.76278,142.5239
"SAMR_65379_Ct_hebe","ABTC113832","SAM65379","SAMR_65379",NA,"Ctenotus","hebetior","hebetior","Australia","QLD","3.6k NNE Noonbah Homestead",-24.07556,143.1897
"SAMR_51082_Ct_leon","ABTC13384","SAM51082","SAMR_51082","LEONA13384","Ctenotus","leonhardii","leonhardii","Australia","NT","Tennant Creek Dump",-19.65,134.183333
"SAMR_49090_Ct_leon","ABTC37349","SAM49090","SAMR_49090","LEONA37349","Ctenotus","leonhardii","leonhardii","Australia","SA","3.1k E Candradecka Dam",-27.208,140.894444
"SAMR_51580_Ct_leon","ABTC42384","SAM51580","SAMR_51580","LEONA42384","Ctenotus","leonhardii","leonhardii","Australia","SA","35k ESE Amata",-26.277,131.460556
"SAMR_49196_Ct_leon","ABTC14046","SAM49196","SAMR_49196","LEONA14046","Ctenotus","leonhardii","leonhardii","Australia","SA","30k NE Wooltana HS SA",-30.185,139.598889
"NTMR_25649_Ct_leon","ABTC70645","NTM25649","NTMR_25649","LEONA70645","Ctenotus","leonhardii","leonhardii","Australia","NT","Stuart Highway; Kulgera",-25.845,133.310556
"SAMR_22246_Ct_leon","ABTC53612","SAM22246","SAMR_22246",NA,"Ctenotus","leonhardii","leonhardii","Australia","SA","Kingoonya",-30.917,135.316667
"SAMR_46944_Ct_leon","ABTC35989","SAM46944","SAMR_46944","LEONA35989","Ctenotus","leonhardii","leonhardii","Australia","SA","1k WNW Top Camp Well",-26.463,134.945833
"NA_CCM1955_Ct_leon","CCM1955",NA,"no_voucher",NA,"Ctenotus","leonhardii","cf. leonhardii","Australia","NT","Barrow Creek",-21.53197,133.88919
"WAMR_119774_Ct_leon","WAM_R119774","WAM119774","WAMR_119774","LEONW119774","Ctenotus","leonhardii","leonhardii","Australia","WA","WARBURTON",-26.133,126.583333
"SAMR_62131_Ct_leon","ABTC91664","SAM62131","SAMR_62131","LEONA91664","Ctenotus","leonhardii","leonhardii","Australia","WA","18.3k ENE Blackstone",-25.9308,128.4494
"WAMR_166448_Ct_leon","ABTC91550","WAM166448","WAMR_166448","LEONA91550","Ctenotus","leonhardii","leonhardii","Australia","WA","1k S Kutjuntari Rockhole",-24.9001,128.7697
"WAMR_144639_Ct_leon","WAM_R144639","WAM144639","WAMR_144639","LEONW144639","Ctenotus","leonhardii","leonhardii","Australia","WA","MENZIES",-29.796,121.074722
"WAMR_139164_Ct_serv","WAM_R139164","WAM139164","WAMR_139164","SERVW139164","Ctenotus","serventyi","cf. leonhardii","Australia","WA","DAMPIER",-20.65,116.766667
"WAMR_129973_Ct_leon","WAM_R129973","WAM129973","WAMR_129973","LEONW129973","Ctenotus","leonhardii","leonhardii","Australia","WA","MOUNT JOEL",-27.217,121.05
"CUMV_14742_Ct_leon","DLR0367","CU14742","CUMV_14742","LEONDLR0367","Ctenotus","leonhardii","leonhardii","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14744_Ct_leon","DLR0371","CU14744","CUMV_14744","LEONDLR0371","Ctenotus","leonhardii","leonhardii","Australia","WA","Lake Mason Stn, Western Australia",-27.586,119.5208
"WAMR_127029_Ct_leon","WAM_R127029","WAM127029","WAMR_127029","LEONW127029","Ctenotus","leonhardii","leonhardii","Australia","WA","WHITE TANK WELL",-25.243,119.631389
"CUMV_14730_Ct_leon","DLR0039","CU14730","CUMV_14730","LEONDLR0039","Ctenotus","leonhardii","leonhardii","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_117303_Ct_leon","WAM_R117303","WAM117303","WAMR_117303","LEONW117303","Ctenotus","leonhardii","leonhardii","Australia","WA","YALGOO",-28.35,116.683333
"WAMR_131785_Ct_leon","WAM_R131785","WAM131785","WAMR_131785","LEONW131785","Ctenotus","leonhardii","leonhardii","Australia","WA","BUTCHERS TRACK",-26.617,115.533333
"NA_CCM6499_Ct_essi",NA,"CCM6499","no_voucher",NA,"Ctenotus","essingtonii","cf. coggeri","Australia",NA,"Bukalotjni Lookout",-14.26237,133.49582
