"cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","ID"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,"WAMR_136457_Ct_atla"
9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_139394_Ct_duri"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,"WAMR_140983_Ct_mary"
0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_141296_Ct_duri"
9.99475e-05,0.998749,9.99475e-05,9.99475e-05,9.99475e-05,0.000651451,9.99475e-05,9.99475e-05,"WAMR_157067_Ct_duri"
9.994e-05,9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_157583_Ct_hanl"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,"WAMR_158428_Ct_mary"
9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_160095_Ct_duri"
9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_161462_Ct_duri"
0.0971414,0.902259,9.99475e-05,9.99475e-05,9.99475e-05,9.99475e-05,9.99475e-05,9.99475e-05,"WAMR_162334_Ct_duri"
9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_166441_Ct_dux"
9.99474e-05,0.89939,9.99474e-05,9.99474e-05,9.99474e-05,0.100011,9.99474e-05,9.99474e-05,"WAMR_166456_Ct_pian"
0.0203922,0.979008,9.99474e-05,9.99474e-05,9.99474e-05,9.99474e-05,9.99474e-05,9.99474e-05,"WAMR_170467_Ct_duri"
9.994e-05,0.9993,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,"WAMR_170880_Ct_duri"
