"cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","ID"
9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,"SAMAR_54463_Ct_late"
0.9993,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,"SAMAR_54485_Ct_spal"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,9.99433e-05,"SAMAR_55259_Ct_late"
0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"SAMAR_55675_Ct_spal"
9.99519e-05,9.99519e-05,9.99519e-05,0.114036,9.99519e-05,0.885364,9.99519e-05,9.99519e-05,"SAMAR_55799_Ct_late"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,"SAMR_21493_Ct_robu"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,"SAMR_28536_Ct_robu"
9.9952e-05,9.9952e-05,9.9952e-05,0.869251,9.9952e-05,0.13015,9.9952e-05,9.9952e-05,"SAMR_29707_Ct_brac"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,"SAMR_32932_Ct_robu"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,"SAMR_33525_Ct_robu"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,"SAMR_33695_Ct_robu"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,"SAMR_33876_Ct_robu"
9.9952e-05,9.9952e-05,9.9952e-05,0.769998,9.9952e-05,0.229402,9.9952e-05,9.9952e-05,"SAMR_36252_Ct_brac"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,"SAMR_36313_Ct_robu"
9.99439e-05,9.99439e-05,9.99439e-05,0.9993,9.99439e-05,9.99439e-05,9.99439e-05,9.99439e-05,"SAMR_36349_Ct_brac"
9.99438e-05,9.99438e-05,9.99438e-05,9.99438e-05,0.9993,9.99438e-05,9.99438e-05,9.99438e-05,"SAMR_38776_Ct_saxa"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,"SAMR_39480_Ct_robu"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,"SAMR_40718_Ct_robu"
9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,0.9993,9.99434e-05,9.99434e-05,"SAMR_42758_Ct_late"
9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,"SAMR_44367_Ct_hele"
9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,"SAMR_45480_Ct_saxa"
9.99439e-05,9.99439e-05,9.99439e-05,0.9993,9.99439e-05,9.99439e-05,9.99439e-05,9.99439e-05,"SAMR_46119_Ct_hele"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,"SAMR_46204_Ct_robu"
9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,"SAMR_46880_Ct_saxa"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,"SAMR_48684_Ct_robu"
9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,"SAMR_48710_Ct_hele"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,"SAMR_48962_Ct_robu"
9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,0.9993,9.99434e-05,"SAMR_49609_Ct_robu"
9.99441e-05,9.99441e-05,9.99441e-05,0.9993,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,"SAMR_50208_Ct_saxa"
9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,9.994e-05,0.9993,9.994e-05,"SAMR_50372_Ct_robu"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,"SAMR_52303_Ct_robu"
9.99521e-05,9.99521e-05,9.99521e-05,9.99521e-05,0.845565,0.153835,9.99521e-05,9.99521e-05,"SAMR_53975_Ct_saxa"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,"SAMR_54340_Ct_late"
9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,"SAMR_54434_Ct_late"
0.9993,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,"SAMR_55725_Ct_spal"
9.99431e-05,9.99431e-05,9.99431e-05,9.99431e-05,9.99431e-05,0.9993,9.99431e-05,9.99431e-05,"SAMR_65407_Ct_late"
9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,9.99432e-05,0.9993,9.99432e-05,9.99432e-05,"SAMR_65416_Ct_late"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"UMMZ_242614_Ct_hele"
9.99439e-05,9.99439e-05,9.99439e-05,0.9993,9.99439e-05,9.99439e-05,9.99439e-05,9.99439e-05,"UMMZ_242616_Ct_hele"
9.99443e-05,9.99443e-05,9.99443e-05,0.9993,9.99443e-05,9.99443e-05,9.99443e-05,9.99443e-05,"UMMZ_242623_Ct_hele"
9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,"UMMZ_242624_Ct_inor"
9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,"UMMZ_242629_Ct_inor"
9.9944e-05,9.9944e-05,9.9944e-05,9.9944e-05,0.9993,9.9944e-05,9.9944e-05,9.9944e-05,"UMMZ_242630_Ct_inor"
9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,"UMMZ_244288_ct_inor"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_094929_Ct_hele"
9.99434e-05,9.99434e-05,9.99434e-05,0.9993,9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,"WAMR_102423_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_102771_Ct_hele"
9.99438e-05,9.99438e-05,9.99438e-05,9.99438e-05,0.9993,9.99438e-05,9.99438e-05,9.99438e-05,"WAMR_108698_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_108745_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_108816_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,0.9993,"WAMR_126017_Ct_inor"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_129923_Ct_hele"
9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,"WAMR_131009_Ct_hele"
9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,"WAMR_131018_Ct_fall"
9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,"WAMR_131371_Ct_hele"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,"WAMR_132522_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_132682_Ct_saxa"
9.99434e-05,9.99434e-05,9.99434e-05,9.99434e-05,0.9993,9.99434e-05,9.99434e-05,9.99434e-05,"WAMR_132686_Ct_saxa"
9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,0.9993,9.99433e-05,9.99433e-05,9.99433e-05,"WAMR_132723_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_135396_Ct_hele"
9.99433e-05,9.99433e-05,0.9993,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,9.99433e-05,"WAMR_137950_Ct_robu"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,"WAMR_139005_Ct_saxa"
9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,"WAMR_140720_Ct_hele"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_145567_Ct_hele"
9.99437e-05,9.99437e-05,9.99437e-05,0.9993,9.99437e-05,9.99437e-05,9.99437e-05,9.99437e-05,"WAMR_152991_Ct_seve"
9.99435e-05,9.99435e-05,9.99435e-05,9.99435e-05,0.9993,9.99435e-05,9.99435e-05,9.99435e-05,"WAMR_153812_Ct_saxa"
9.99436e-05,9.99436e-05,9.99436e-05,0.9993,9.99436e-05,9.99436e-05,9.99436e-05,9.99436e-05,"WAMR_166390_Ct_hele"
9.99441e-05,9.99441e-05,9.99441e-05,0.9993,9.99441e-05,9.99441e-05,9.99441e-05,9.99441e-05,"WAMR_166391_Ct_hele"
