ID,cluster,coeff
SAMR_55678_Ct_hebe,cluster_9,0.992297
SAMR_58939_Ct_quat,cluster_5,0.999001
SAMR_62088_Ct_quat,cluster_5,0.937426
SAMR_62131_Ct_leon,cluster_10,0.943556
SAMR_65346_Ct_hebe,cluster_9,0.93074
SAMR_65347_Ct_hebe,cluster_9,0.969526
SAMR_65379_Ct_hebe,cluster_9,0.999001
SAMR_65380_Ct_hebe,cluster_9,0.999001
UMMZ_242606_Ct_aust,cluster_11,0.999001
UMMZ_242607_Ct_aust,cluster_11,0.999001
UMMZ_242645_Ct_quat,cluster_5,0.999001
UMMZ_242646_Ct_quat,cluster_5,0.999001
WAMR_112780_Ct_orie,cluster_2,0.999001
WAMR_115114_Ct_aust,cluster_11,0.999001
WAMR_115119_Ct_aust,cluster_11,0.999001
WAMR_117303_Ct_leon,cluster_10,0.999001
WAMR_119774_Ct_leon,cluster_10,0.962131
WAMR_127432_Ct_quat,cluster_5,0.999001
WAMR_129973_Ct_leon,cluster_10,0.999001
WAMR_131785_Ct_leon,cluster_10,0.999001
WAMR_139532_Ct_iape,cluster_5,0.999001
WAMR_144639_Ct_leon,cluster_10,0.999001
WAMR_166448_Ct_leon,cluster_10,0.913257
