,CUMV_1450314572_Ct_pant,CUMV_14516_Ct_pant,CUMV_14517_Ct_pant,CUMV_14525_Ct_pant,CUMV_14526_Ct_pant,CUMV_14527_Ct_pant,CUMV_14559_Ct_pant,CUMV_14567_Ct_pant,CUMV_14570_Ct_pant,CUMV_1457314504_Ct_pant,CUMV_14576_Ct_pant,NA_CCM1889_Ct_pant,NA_CCM2756_Ct_pant,QM_62378_Ct_pant,SAMR_42153_Ct_pant,SAMR_44378_Ct_pant,SAMR_44860_Ct_pant,SAMR_45310_Ct_pant,SAMR_45528_Ct_pant,SAMR_49197_Ct_pant,SAMR_54432_Ct_pant,SAMR_55674_Ct_pant,SAMR_65403_Ct_pant,UMMZ_242633_Ct_pant,UMMZ_242634_Ct_pant,UMMZ_242638_Ct_pant,UMMZ_242639_Ct_pant,UMMZ_242643_Ct_pant,WAMR_104950_Ct_pant,WAMR_108591_Ct_pant,WAMR_108704_Ct_pant,WAMR_119962_Ct_pant,WAMR_129863_Ct_pant,WAMR_129885_Ct_pant,WAMR_131057_Ct_pant,WAMR_132520_Ct_pant,WAMR_135379_Ct_pant,WAMR_139092_Ct_pant,WAMR_140704_Ct_pant,WAMR_145526_Ct_pant,WAMR_153984_Ct_pant,WAMR_158463_Ct_pant
SAMR_42153_Ct_pant,30.6920185064456,524.212743072886,524.212743072886,524.212743072886,524.212743072886,524.212743072886,30.6920185064456,30.6920185064456,30.6920185064456,30.6920185064456,36.1247837363769,265.491996112877,1431.94692639078,76.2889244910426,NA,209.528041082811,159.480406320024,1714.22198095813,2185.27046380991,216.474016916581,2475.79865901894,2027.51399501952,714.802070506235,3091.01326428729,3091.01326428729,1876.91821878312,1876.91821878312,2267.33213270575,1364.87398685739,1777.50668071881,2004.3248239744,1063.0150516338,920.456951736473,72.0485947121802,420.691098075536,3029.72193443557,1224.65464519594,2493.15081774048,728.388632530739,1840.62462224105,1698.76602273533,2274.77075768087
SAMR_44378_Ct_pant,201.995049444287,397.988693306732,397.988693306732,397.988693306732,397.988693306732,397.988693306732,201.995049444287,201.995049444287,201.995049444287,201.995049444287,190.45471902791,90.1665126307988,1278.2808768029,151.518975709315,209.528041082811,NA,109.489725545368,1561.2645515735,2038.29315850297,169.926454679664,2313.45261460009,1865.00536192259,549.059195351467,2930.25613214954,2930.25613214954,1716.8983662407,1716.8983662407,2124.3669645332,1215.8104293022,1616.80487381749,1848.33276224818,920.125534913579,763.315793102697,156.655673373166,253.919278511892,2885.48314845192,1063.12040710354,2342.18978735712,579.42040005509,1692.40450247569,1521.83770488183,2130.70270098857
SAMR_44860_Ct_pant,167.898779030701,376.994694922886,376.994694922886,376.994694922886,376.994694922886,376.994694922886,167.898779030701,167.898779030701,167.898779030701,167.898779030701,151.680585441908,128.910821888622,1284.22350079727,94.9210198006743,159.480406320024,109.489725545368,NA,1563.68443107937,2036.46777534043,80.4300938703916,2326.76191304568,1877.72814858808,566.351480972726,2942.2819375444,2942.2819375444,1728.55778034754,1728.55778034754,2120.57468625842,1218.18922996388,1628.60983663983,1856.28499967004,917.749965949332,769.849985386763,92.5148636706556,278.339720485597,2883.40337101835,1075.63887992207,2345.80711056984,582.707473780799,1693.94893665659,1547.03135068427,2128.21944357249
SAMR_45310_Ct_pant,1726.02056766424,1191.0491173751,1191.0491173751,1191.0491173751,1191.0491173751,1191.0491173751,1726.02056766424,1726.02056766424,1726.02056766424,1726.02056766424,1713.48475336082,1475.87906008589,303.131984455616,1640.20456041312,1714.22198095813,1561.2645515735,1563.68443107937,NA,480.460196062067,1504.06382843282,786.63460386637,354.13839102814,1018.47484014088,1390.92055847917,1390.92055847917,236.103790736193,236.103790736193,574.200313479538,364.532577419358,173.248376615771,319.823388763236,659.040211216281,799.20460459134,1643.32224472256,1315.63140734782,1329.09969528249,514.810644800591,789.471975436747,992.350240590488,173.585713697873,326.442950605462,580.006034451367
SAMR_45528_Ct_pant,2198.38190494736,1661.36510135491,1661.36510135491,1661.36510135491,1661.36510135491,1661.36510135491,2198.38190494736,2198.38190494736,2198.38190494736,2198.38190494736,2185.97438228356,1952.16828168065,771.937173609355,2111.93678882679,2185.27046380991,2038.29315850297,2036.46777534043,480.460196062067,NA,1974.13930612812,421.174548138892,312.777876455481,1496.18481478726,955.605567166705,955.605567166705,403.129011607947,403.129011607947,111.47196957083,831.30620110763,479.817673705336,272.604108553044,1127.31095976221,1276.20766335264,2114.83001680986,1792.09653757826,852.221802114919,991.244672116829,340.801995299323,1466.14426302462,366.385043362853,668.355444355771,123.729543763808
SAMR_49197_Ct_pant,232.402667798801,314.10507795959,314.10507795959,314.10507795959,314.10507795959,314.10507795959,232.402667798801,232.402667798801,232.402667798801,232.402667798801,217.471837257149,143.927064862728,1226.52068877781,151.469468870793,216.474016916581,169.926454679664,80.4300938703916,1504.06382843282,1974.13930612812,NA,2271.30138907191,1822.49663922873,520.102874439279,2885.72555867671,2885.72555867671,1672.84697447196,1672.84697447196,2057.08385828094,1158.78039334466,1573.2154969997,1798.51911304829,857.119594922436,715.368436541619,148.63377812597,249.363188943356,2820.05283638445,1022.29056534823,2285.39405792524,528.052080764767,1633.18706828091,1499.96966635996,2065.18352695348
SAMR_54432_Ct_pant,2485.65786060753,1958.63574969926,1958.63574969926,1958.63574969926,1958.63574969926,1958.63574969926,2485.65786060753,2485.65786060753,2485.65786060753,2485.65786060753,2474.51086075612,2229.15970715425,1046.7793463763,2400.37601221142,2475.79865901894,2313.45261460009,2326.76191304568,786.63460386637,421.174548138892,2271.30138907191,NA,449.757712551992,1765.82473649001,617.072118961795,617.072118961795,599.17025960907,599.17025960907,399.882482737116,1118.04382740571,698.33015114629,479.734301462799,1420.35136497981,1557.23408644943,2404.92286778599,2065.3295136612,671.748464828912,1251.92092402036,209.298829428165,1747.64384243472,663.899088717555,818.930399973038,373.391215750987
SAMR_55674_Ct_pant,2037.28913019237,1510.23839177793,1510.23839177793,1510.23839177793,1510.23839177793,1510.23839177793,2037.28913019237,2037.28913019237,2037.28913019237,2037.28913019237,2025.82477030961,1780.73945314861,601.066552055594,1952.15342634743,2027.51399501952,1865.00536192259,1877.72814858808,354.13839102814,312.777876455481,1822.49663922873,449.757712551992,NA,1317.64676601888,1065.73073522349,1065.73073522349,157.464281664129,157.464281664129,392.331492490725,674.034123765259,251.469680080919,96.3379468330107,974.760483400922,1108.27884577844,1956.48613590794,1617.39234572196,1061.33595058304,803.861928442939,505.794424643056,1299.901919377,261.805271146324,396.437889208385,379.938152861752
SAMR_65403_Ct_pant,722.228495699249,236.624174589157,236.624174589157,236.624174589157,236.624174589157,236.624174589157,722.228495699249,722.228495699249,722.228495699249,722.228495699249,711.285456058255,463.620534489144,730.885763987779,638.894357464519,714.802070506235,549.059195351467,566.351480972726,1018.47484014088,1496.18481478726,520.102874439279,1765.82473649001,1317.64676601888,NA,2382.38305064488,2382.38305064488,1168.442553145,1168.442553145,1582.06795050023,670.503542123381,1068.63277134851,1300.02307671826,384.838927344935,223.568781362694,643.997670803241,299.848294975976,2340.57920182163,515.056307601412,1794.73145623517,82.0365772079747,1146.28661337381,985.184246727484,1586.93415112285
UMMZ_242633_Ct_pant,3101.33664731838,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,3090.2054947851,2845.73593293545,1659.88644189896,3015.74020764389,3091.01326428729,2930.25613214954,2942.2819375444,1390.92055847917,955.605567166705,2885.72555867671,617.072118961795,1065.73073522349,2382.38305064488,NA,0,1214.40479248066,1214.40479248066,890.74014167994,1729.36173196934,1314.0627838882,1088.16405013215,2032.31444417442,2172.60672925405,3020.20595324226,2681.84003997256,379.101569503478,1868.09368073445,626.231586555645,2362.7570759602,1262.61949929502,1430.28633496933,872.523352123025
UMMZ_242634_Ct_pant,3101.33664731838,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,3090.2054947851,2845.73593293545,1659.88644189896,3015.74020764389,3091.01326428729,2930.25613214954,2942.2819375444,1390.92055847917,955.605567166705,2885.72555867671,617.072118961795,1065.73073522349,2382.38305064488,0,NA,1214.40479248066,1214.40479248066,890.74014167994,1729.36173196934,1314.0627838882,1088.16405013215,2032.31444417442,2172.60672925405,3020.20595324226,2681.84003997256,379.101569503478,1868.09368073445,626.231586555645,2362.7570759602,1262.61949929502,1430.28633496933,872.523352123025
UMMZ_242638_Ct_pant,1887.02358225858,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1887.02358225858,1887.02358225858,1887.02358225858,1887.02358225858,1876.02105531894,1631.79962005143,448.885286014144,1801.52768504955,1876.91821878312,1716.8983662407,1728.55778034754,236.103790736193,403.129011607947,1672.84697447196,599.17025960907,157.464281664129,1168.442553145,1214.40479248066,1214.40479248066,NA,0,484.859773542825,521.648348986173,101.084123382458,143.422452914458,822.445742891286,959.400333541739,1806.11046173815,1467.76053905261,1195.86913999819,654.167409766032,639.042252124224,1148.64267724998,161.204838637058,298.278393451487,477.131009262655
UMMZ_242639_Ct_pant,1887.02358225858,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1887.02358225858,1887.02358225858,1887.02358225858,1887.02358225858,1876.02105531894,1631.79962005143,448.885286014144,1801.52768504955,1876.91821878312,1716.8983662407,1728.55778034754,236.103790736193,403.129011607947,1672.84697447196,599.17025960907,157.464281664129,1168.442553145,1214.40479248066,1214.40479248066,0,NA,484.859773542825,521.648348986173,101.084123382458,143.422452914458,822.445742891286,959.400333541739,1806.11046173815,1467.76053905261,1195.86913999819,654.167409766032,639.042252124224,1148.64267724998,161.204838637058,298.278393451487,477.131009262655
UMMZ_242643_Ct_pant,2281.1060913513,1744.30616578627,1744.30616578627,1744.30616578627,1744.30616578627,1744.30616578627,2281.1060913513,2281.1060913513,2281.1060913513,2281.1060913513,2269.23467274762,2037.36373777487,856.139591421866,2194.20167714821,2267.33213270575,2124.3669645332,2120.57468625842,574.200313479538,111.47196957083,2057.08385828094,399.882482737116,392.331492490725,1582.06795050023,890.74014167994,890.74014167994,484.859773542825,484.859773542825,NA,913.350973065667,566.468887053826,346.662660233259,1208.37494181235,1362.54394424547,2197.30334728731,1876.80100170476,763.624253150723,1078.19015020543,270.931725717015,1549.18914274533,443.136547804399,763.248976415953,35.4823899984203
WAMR_104950_Ct_pant,1376.82642333738,845.045560901896,845.045560901896,845.045560901896,845.045560901896,845.045560901896,1376.82642333738,1376.82642333738,1376.82642333738,1376.82642333738,1365.76059395488,1128.51362419778,77.5951029382654,1290.28950239859,1364.87398685739,1215.8104293022,1218.18922996388,364.532577419358,831.30620110763,1158.78039334466,1118.04382740571,674.034123765259,670.503542123381,1729.36173196934,1729.36173196934,521.648348986173,521.648348986173,913.350973065667,NA,425.623072682861,641.238645123639,303.014851121195,455.056040504903,1294.38943135364,965.829177442885,1671.31385442711,183.47206871892,1128.71874264584,639.230005553557,477.078609874725,444.293821699109,917.506948202574
WAMR_108591_Ct_pant,1787.47699285893,1260.83266137898,1260.83266137898,1260.83266137898,1260.83266137898,1260.83266137898,1787.47699285893,1787.47699285893,1787.47699285893,1787.47699285893,1776.30599841356,1531.87205732071,351.337444631226,1702.1321922812,1777.50668071881,1616.80487381749,1628.60983663983,173.248376615771,479.817673705336,1573.2154969997,698.33015114629,251.469680080919,1068.63277134851,1314.0627838882,1314.0627838882,101.084123382458,101.084123382458,566.468887053826,425.623072682861,NA,238,724.848259982736,859.233961153771,1706.6344072472,1368.14801830796,1291.80764822012,554.179573784527,736.239770726901,1049.43889769724,172.536952563791,233.948712328151,562.245497981087
WAMR_108704_Ct_pant,2015.36448316427,1484.93063811075,1484.93063811075,1484.93063811075,1484.93063811075,1484.93063811075,2015.36448316427,2015.36448316427,2015.36448316427,2015.36448316427,2004.22229306033,1762.55609839801,572.407197718547,1929.34341162998,2004.3248239744,1848.33276224818,1856.28499967004,319.823388763236,272.604108553044,1798.51911304829,479.734301462799,96.3379468330107,1300.02307671826,1088.16405013215,1088.16405013215,143.422452914458,143.422452914458,346.662660233259,641.238645123639,238,NA,944.216606505096,1087.44241226835,1933.63828054784,1598.93745969003,1054.51742517608,785.826316688363,498.891771830324,1276.56648867186,190.675116362886,430.111613421447,336.71946780666
WAMR_119962_Ct_pant,1075.65654369785,543.663498866716,543.663498866716,543.663498866716,543.663498866716,543.663498866716,1075.65654369785,1075.65654369785,1075.65654369785,1075.65654369785,1064.73189113504,831.762586318957,373.974598067837,988.780562106679,1063.0150516338,920.125534913579,917.749965949332,659.040211216281,1127.31095976221,857.119594922436,1420.35136497981,974.760483400922,384.838927344935,2032.31444417442,2032.31444417442,822.445742891286,822.445742891286,1208.37494181235,303.014851121195,724.848259982736,944.216606505096,NA,177.656972843736,992.778928060019,670.829337462219,1969.07592540257,206.8912757948,1430.30136684546,341.881558438006,777.703028154063,697.904721290808,1214.22444383236
WAMR_129863_Ct_pant,930.485357219553,405.524351919832,405.524351919832,405.524351919832,405.524351919832,405.524351919832,930.485357219553,930.485357219553,930.485357219553,930.485357219553,918.532525281495,677.323408719941,516.748488144861,845.550116787882,920.456951736473,763.315793102697,769.849985386763,799.20460459134,1276.20766335264,715.368436541619,1557.23408644943,1108.27884577844,223.568781362694,2172.60672925405,2172.60672925405,959.400333541739,959.400333541739,1362.54394424547,455.056040504903,859.233961153771,1087.44241226835,177.656972843736,NA,849.491612671956,517.101537417943,2122.76376452963,308.392606915276,1579.47269682005,199.937490231322,929.98709668468,792.409616297026,1368.43669930326
WAMR_129885_Ct_pant,85.7962703152066,453.949336380174,453.949336380174,453.949336380174,453.949336380174,453.949336380174,85.7962703152066,85.7962703152066,85.7962703152066,85.7962703152066,75.6967634711022,199.51190440673,1361.30048115763,16.7630546142402,72.0485947121802,156.655673373166,92.5148636706556,1643.32224472256,2114.83001680986,148.63377812597,2404.92286778599,1956.48613590794,643.997670803241,3020.20595324226,3020.20595324226,1806.11046173815,1806.11046173815,2197.30334728731,1294.38943135364,1706.6344072472,1933.63828054784,992.778928060019,849.491612671956,NA,351.20079726561,2959.660453498,1153.85181024255,2422.67414234767,657.851807020396,1770.259867929,1628.03040512148,2204.64078706714
WAMR_131057_Ct_pant,425.569030828137,188.058501536091,188.058501536091,188.058501536091,188.058501536091,188.058501536091,425.569030828137,425.569030828137,425.569030828137,425.569030828137,415.689788183448,166.72432336045,1028.58592251693,344.89273694875,420.691098075536,253.919278511892,278.339720485597,1315.63140734782,1792.09653757826,249.363188943356,2065.3295136612,1617.39234572196,299.848294975976,2681.84003997256,2681.84003997256,1467.76053905261,1467.76053905261,1876.80100170476,965.829177442885,1368.14801830796,1598.93745969003,670.829337462219,517.101537417943,351.20079726561,NA,2636.77909579092,814.481430113664,2092.76897912789,329.191433667403,1442.73698226669,1281.19436464574,1882.30204802524
WAMR_132520_Ct_pant,3043.40647958829,2507.17969040913,2507.17969040913,2507.17969040913,2507.17969040913,2507.17969040913,3043.40647958829,3043.40647958829,3043.40647958829,3043.40647958829,3031.78462295724,2798.54944569504,1610.83798067962,2956.36618164936,3029.72193443557,2885.48314845192,2883.40337101835,1329.09969528249,852.221802114919,2820.05283638445,671.748464828912,1061.33595058304,2340.57920182163,379.101569503478,379.101569503478,1195.86913999819,1195.86913999819,763.624253150723,1671.31385442711,1291.80764822012,1054.51742517608,1969.07592540257,2122.76376452963,2959.660453498,2636.77909579092,NA,1831.43550254984,557.783111970952,2309.60797539323,1194.94183958886,1453.81876449577,755.247641505751
WAMR_135379_Ct_pant,1234.03363001176,712.192389737492,712.192389737492,712.192389737492,712.192389737492,712.192389737492,1234.03363001176,1234.03363001176,1234.03363001176,1234.03363001176,1222.92354626117,977.893143446665,223.810187435693,1149.16186849373,1224.65464519594,1063.12040710354,1075.63887992207,514.810644800591,991.244672116829,1022.29056534823,1251.92092402036,803.861928442939,515.056307601412,1868.09368073445,1868.09368073445,654.167409766032,654.167409766032,1078.19015020543,183.47206871892,554.179573784527,785.826316688363,206.8912757948,308.392606915276,1153.85181024255,814.481430113664,1831.43550254984,NA,1282.07722076324,497.784089741727,638.941311858922,496.714203541634,1081.2007214204
WAMR_139092_Ct_pant,2505.39158615974,1971.53037004252,1971.53037004252,1971.53037004252,1971.53037004252,1971.53037004252,2505.39158615974,2505.39158615974,2505.39158615974,2505.39158615974,2494.07096931904,2255.82911586849,1064.33688275846,2418.79122703883,2493.15081774048,2342.18978735712,2345.80711056984,789.471975436747,340.801995299323,2285.39405792524,209.298829428165,505.794424643056,1794.73145623517,626.231586555645,626.231586555645,639.042252124224,639.042252124224,270.931725717015,1128.71874264584,736.239770726901,498.891771830324,1430.30136684546,1579.47269682005,2422.67414234767,2092.76897912789,557.783111970952,1282.07722076324,NA,1767.74687101972,652.721992888243,900.565933177577,248.638291499922
WAMR_140704_Ct_pant,738.995263854918,223.819123401018,223.819123401018,223.819123401018,223.819123401018,223.819123401018,738.995263854918,738.995263854918,738.995263854918,738.995263854918,728.459333113387,490.829909439105,704.484208481638,653.077330796285,728.388632530739,579.42040005509,582.707473780799,992.350240590488,1466.14426302462,528.052080764767,1747.64384243472,1299.901919377,82.0365772079747,2362.7570759602,2362.7570759602,1148.64267724998,1148.64267724998,1549.18914274533,639.230005553557,1049.43889769724,1276.56648867186,341.881558438006,199.937490231322,657.851807020396,329.191433667403,2309.60797539323,497.784089741727,1767.74687101972,NA,1116.25310749847,983.197843773063,1554.86526747497
