,CUMV_1450314572_Ct_pant,CUMV_14516_Ct_pant,CUMV_14517_Ct_pant,CUMV_14525_Ct_pant,CUMV_14526_Ct_pant,CUMV_14527_Ct_pant,CUMV_14559_Ct_pant,CUMV_14567_Ct_pant,CUMV_14570_Ct_pant,CUMV_1457314504_Ct_pant,NA_CCM1889_Ct_pant,NA_CCM2756_Ct_pant,QM_62378_Ct_pant,SAMR_42153_Ct_pant,SAMR_44378_Ct_pant,SAMR_44860_Ct_pant,SAMR_45310_Ct_pant,SAMR_45528_Ct_pant,UMMZ_242633_Ct_pant,UMMZ_242634_Ct_pant,UMMZ_242638_Ct_pant,UMMZ_242639_Ct_pant,WAMR_108704_Ct_pant,WAMR_119962_Ct_pant,WAMR_129885_Ct_pant,WAMR_131057_Ct_pant,WAMR_139092_Ct_pant,WAMR_140704_Ct_pant
NA_CCM1889_Ct_pant,266.229224541559,311.253915638021,311.253915638021,311.253915638021,311.253915638021,311.253915638021,266.229224541559,266.229224541559,266.229224541559,266.229224541559,NA,1191.75584747884,193.458005779032,265.491996112877,90.1665126307988,128.910821888622,1475.87906008589,1952.16828168065,2845.73593293545,2845.73593293545,1631.79962005143,1631.79962005143,1762.55609839801,831.762586318957,199.51190440673,166.72432336045,2255.82911586849,490.829909439105
NA_CCM2756_Ct_pant,1443.10706463519,913.110617614317,913.110617614317,913.110617614317,913.110617614317,913.110617614317,1443.10706463519,1443.10706463519,1443.10706463519,1443.10706463519,1191.75584747884,NA,1357.02763420647,1431.94692639078,1278.2808768029,1284.22350079727,303.131984455616,771.937173609355,1659.88644189896,1659.88644189896,448.885286014144,448.885286014144,572.407197718547,373.974598067837,1361.30048115763,1028.58592251693,1064.33688275846,704.484208481638
QM_62378_Ct_pant,87.9204185613331,451.646986041089,451.646986041089,451.646986041089,451.646986041089,451.646986041089,87.9204185613331,87.9204185613331,87.9204185613331,87.9204185613331,193.458005779032,1357.02763420647,NA,76.2889244910426,151.518975709315,94.9210198006743,1640.20456041312,2111.93678882679,3015.74020764389,3015.74020764389,1801.52768504955,1801.52768504955,1929.34341162998,988.780562106679,16.7630546142402,344.89273694875,2418.79122703883,653.077330796285
SAMR_42153_Ct_pant,30.6920185064456,524.212743072886,524.212743072886,524.212743072886,524.212743072886,524.212743072886,30.6920185064456,30.6920185064456,30.6920185064456,30.6920185064456,265.491996112877,1431.94692639078,76.2889244910426,NA,209.528041082811,159.480406320024,1714.22198095813,2185.27046380991,3091.01326428729,3091.01326428729,1876.91821878312,1876.91821878312,2004.3248239744,1063.0150516338,72.0485947121802,420.691098075536,2493.15081774048,728.388632530739
SAMR_44378_Ct_pant,201.995049444287,397.988693306732,397.988693306732,397.988693306732,397.988693306732,397.988693306732,201.995049444287,201.995049444287,201.995049444287,201.995049444287,90.1665126307988,1278.2808768029,151.518975709315,209.528041082811,NA,109.489725545368,1561.2645515735,2038.29315850297,2930.25613214954,2930.25613214954,1716.8983662407,1716.8983662407,1848.33276224818,920.125534913579,156.655673373166,253.919278511892,2342.18978735712,579.42040005509
SAMR_44860_Ct_pant,167.898779030701,376.994694922886,376.994694922886,376.994694922886,376.994694922886,376.994694922886,167.898779030701,167.898779030701,167.898779030701,167.898779030701,128.910821888622,1284.22350079727,94.9210198006743,159.480406320024,109.489725545368,NA,1563.68443107937,2036.46777534043,2942.2819375444,2942.2819375444,1728.55778034754,1728.55778034754,1856.28499967004,917.749965949332,92.5148636706556,278.339720485597,2345.80711056984,582.707473780799
SAMR_45310_Ct_pant,1726.02056766424,1191.0491173751,1191.0491173751,1191.0491173751,1191.0491173751,1191.0491173751,1726.02056766424,1726.02056766424,1726.02056766424,1726.02056766424,1475.87906008589,303.131984455616,1640.20456041312,1714.22198095813,1561.2645515735,1563.68443107937,NA,480.460196062067,1390.92055847917,1390.92055847917,236.103790736193,236.103790736193,319.823388763236,659.040211216281,1643.32224472256,1315.63140734782,789.471975436747,992.350240590488
SAMR_45528_Ct_pant,2198.38190494736,1661.36510135491,1661.36510135491,1661.36510135491,1661.36510135491,1661.36510135491,2198.38190494736,2198.38190494736,2198.38190494736,2198.38190494736,1952.16828168065,771.937173609355,2111.93678882679,2185.27046380991,2038.29315850297,2036.46777534043,480.460196062067,NA,955.605567166705,955.605567166705,403.129011607947,403.129011607947,272.604108553044,1127.31095976221,2114.83001680986,1792.09653757826,340.801995299323,1466.14426302462
UMMZ_242633_Ct_pant,3101.33664731838,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,2845.73593293545,1659.88644189896,3015.74020764389,3091.01326428729,2930.25613214954,2942.2819375444,1390.92055847917,955.605567166705,NA,0,1214.40479248066,1214.40479248066,1088.16405013215,2032.31444417442,3020.20595324226,2681.84003997256,626.231586555645,2362.7570759602
UMMZ_242634_Ct_pant,3101.33664731838,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,2572.46068968993,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,2845.73593293545,1659.88644189896,3015.74020764389,3091.01326428729,2930.25613214954,2942.2819375444,1390.92055847917,955.605567166705,0,NA,1214.40479248066,1214.40479248066,1088.16405013215,2032.31444417442,3020.20595324226,2681.84003997256,626.231586555645,2362.7570759602
UMMZ_242638_Ct_pant,1887.02358225858,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1887.02358225858,1887.02358225858,1887.02358225858,1887.02358225858,1631.79962005143,448.885286014144,1801.52768504955,1876.91821878312,1716.8983662407,1728.55778034754,236.103790736193,403.129011607947,1214.40479248066,1214.40479248066,NA,0,143.422452914458,822.445742891286,1806.11046173815,1467.76053905261,639.042252124224,1148.64267724998
UMMZ_242639_Ct_pant,1887.02358225858,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1360.26798830231,1887.02358225858,1887.02358225858,1887.02358225858,1887.02358225858,1631.79962005143,448.885286014144,1801.52768504955,1876.91821878312,1716.8983662407,1728.55778034754,236.103790736193,403.129011607947,1214.40479248066,1214.40479248066,0,NA,143.422452914458,822.445742891286,1806.11046173815,1467.76053905261,639.042252124224,1148.64267724998
WAMR_108704_Ct_pant,2015.36448316427,1484.93063811075,1484.93063811075,1484.93063811075,1484.93063811075,1484.93063811075,2015.36448316427,2015.36448316427,2015.36448316427,2015.36448316427,1762.55609839801,572.407197718547,1929.34341162998,2004.3248239744,1848.33276224818,1856.28499967004,319.823388763236,272.604108553044,1088.16405013215,1088.16405013215,143.422452914458,143.422452914458,NA,944.216606505096,1933.63828054784,1598.93745969003,498.891771830324,1276.56648867186
WAMR_119962_Ct_pant,1075.65654369785,543.663498866716,543.663498866716,543.663498866716,543.663498866716,543.663498866716,1075.65654369785,1075.65654369785,1075.65654369785,1075.65654369785,831.762586318957,373.974598067837,988.780562106679,1063.0150516338,920.125534913579,917.749965949332,659.040211216281,1127.31095976221,2032.31444417442,2032.31444417442,822.445742891286,822.445742891286,944.216606505096,NA,992.778928060019,670.829337462219,1430.30136684546,341.881558438006
WAMR_129885_Ct_pant,85.7962703152066,453.949336380174,453.949336380174,453.949336380174,453.949336380174,453.949336380174,85.7962703152066,85.7962703152066,85.7962703152066,85.7962703152066,199.51190440673,1361.30048115763,16.7630546142402,72.0485947121802,156.655673373166,92.5148636706556,1643.32224472256,2114.83001680986,3020.20595324226,3020.20595324226,1806.11046173815,1806.11046173815,1933.63828054784,992.778928060019,NA,351.20079726561,2422.67414234767,657.851807020396
WAMR_131057_Ct_pant,425.569030828137,188.058501536091,188.058501536091,188.058501536091,188.058501536091,188.058501536091,425.569030828137,425.569030828137,425.569030828137,425.569030828137,166.72432336045,1028.58592251693,344.89273694875,420.691098075536,253.919278511892,278.339720485597,1315.63140734782,1792.09653757826,2681.84003997256,2681.84003997256,1467.76053905261,1467.76053905261,1598.93745969003,670.829337462219,351.20079726561,NA,2092.76897912789,329.191433667403
WAMR_139092_Ct_pant,2505.39158615974,1971.53037004252,1971.53037004252,1971.53037004252,1971.53037004252,1971.53037004252,2505.39158615974,2505.39158615974,2505.39158615974,2505.39158615974,2255.82911586849,1064.33688275846,2418.79122703883,2493.15081774048,2342.18978735712,2345.80711056984,789.471975436747,340.801995299323,626.231586555645,626.231586555645,639.042252124224,639.042252124224,498.891771830324,1430.30136684546,2422.67414234767,2092.76897912789,NA,1767.74687101972
WAMR_140704_Ct_pant,738.995263854918,223.819123401018,223.819123401018,223.819123401018,223.819123401018,223.819123401018,738.995263854918,738.995263854918,738.995263854918,738.995263854918,490.829909439105,704.484208481638,653.077330796285,728.388632530739,579.42040005509,582.707473780799,992.350240590488,1466.14426302462,2362.7570759602,2362.7570759602,1148.64267724998,1148.64267724998,1276.56648867186,341.881558438006,657.851807020396,329.191433667403,1767.74687101972,NA
