,NA_ABTC61569_Ct_robu,NA_CCM2497_Ct_spal,NA_CCM5477_Ct_vert,NTMR_21670_Ct_spal,NTMR_22298_Ct_spal,NTMR_22299_Ct_spal,NTMR_22325_Ct_spal,NTMR_22621_Ct_spal,NTMR_22622_Ct_spal,SAMAR_34202_Ct_spal,SAMAR_51093_Ct_spal,SAMAR_54485_Ct_spal,SAMAR_55675_Ct_spal,SAMR_21493_Ct_robu,SAMR_28536_Ct_robu,SAMR_32932_Ct_robu,SAMR_33525_Ct_robu,SAMR_33695_Ct_robu,SAMR_33876_Ct_robu,SAMR_36313_Ct_robu,SAMR_39480_Ct_robu,SAMR_40718_Ct_robu,SAMR_46204_Ct_robu,SAMR_48684_Ct_robu,SAMR_48962_Ct_robu,SAMR_49609_Ct_robu,SAMR_50372_Ct_robu,SAMR_52303_Ct_robu,SAMR_55725_Ct_spal
SAMAR_51093_Ct_spal,8.66666666666667,0.25,-0.133333333333333,0.125,-0.153846153846154,0.117647058823529,-0.133333333333333,-0.117647058823529,0,-0.111111111111111,NA,0.8,0.4375,7.14285714285714,7.75,6.5,4.8,4.5,4.21739130434783,5.38888888888889,6.8,6.33333333333333,7.6923076923077,8.18181818181818,8.30769230769231,7.83333333333334,6.35294117647059,5.61111111111111,0.117647058823529
SAMAR_54485_Ct_spal,11.0909090909091,1.27272727272727,0.75,0.8125,1.54545454545455,1,1.30769230769231,0.9375,1.5,0.866666666666667,0.8,NA,0.285714285714286,9.66666666666667,13.75,9.07692307692307,6.8125,6.11111111111111,5,8.5,11.4545454545455,10.5454545454546,12.3333333333333,17.6666666666667,13.7777777777778,10.1818181818182,10.7272727272727,6.375,0.384615384615385
SAMAR_55675_Ct_spal,7.53846153846154,0.857142857142857,0.4,0.705882352941176,0.615384615384615,0.352941176470588,0.533333333333333,0.388888888888889,0.733333333333333,0.647058823529412,0.4375,0.285714285714286,NA,6.4,7.66666666666666,6,4.5,5.05882352941176,3.73913043478261,6.125,8.15384615384616,6.71428571428571,7.53846153846154,7.81818181818181,8.5,6.42857142857143,5.33333333333333,4.73684210526316,0.166666666666667
SAMR_21493_Ct_robu,2.07142857142857,15.7777777777778,6.66666666666667,8.53333333333333,13.6,9.42857142857142,7.75,6.875,9.15384615384615,8.53333333333333,7.14285714285714,9.66666666666667,6.4,NA,3.21428571428571,0.611111111111111,0.391304347826087,1.75,1.45833333333333,1.72727272727273,2.1875,2.70588235294118,4.16666666666667,3.63636363636364,4,0.833333333333333,2.66666666666667,1.30434782608696,6
SAMR_28536_Ct_robu,2.53846153846154,12.6,6.92307692307692,8.46153846153846,14.375,8.76923076923076,11.3,8.75,10.9,10.1818181818182,7.75,13.75,7.66666666666666,3.21428571428571,NA,2,1.57142857142857,2.16666666666667,1.28,1.35,2.375,0.4375,1.90909090909091,0.0769230769230769,1.92857142857143,2.66666666666667,1.38888888888889,0.722222222222222,6.72727272727273
SAMR_32932_Ct_robu,1.05,9.57142857142857,5,6.42105263157895,10.4615384615385,7.52941176470588,6.88888888888889,5.77777777777778,8.35714285714286,6.63157894736842,6.5,9.07692307692307,6,0.611111111111111,2,NA,0.25,1.29166666666667,0.827586206896552,1.28,1.25,2.57142857142857,1.94117647058824,2.41176470588235,2.05,0.0526315789473684,1.73913043478261,1.04166666666667,4.66666666666667
SAMR_33525_Ct_robu,0.8,8,4,5.18181818181818,8.2,5.42857142857143,6.05263157894737,4.80952380952381,5.89473684210526,5.85,4.8,6.8125,4.5,0.391304347826087,1.57142857142857,0.25,NA,0.586206896551724,0.696969696969697,1.03448275862069,0.538461538461538,1.4,1.39130434782609,1.66666666666667,2.1304347826087,0.35,1.57692307692308,0.866666666666667,4.29411764705882
SAMR_33695_Ct_robu,0.636363636363636,7.17647058823529,3.95454545454545,4.86363636363637,7.375,5.6,6.22222222222222,5.5,7.4,4.90909090909091,4.5,6.11111111111111,5.05882352941176,1.75,2.16666666666667,1.29166666666667,0.586206896551724,NA,0.527777777777778,1.17857142857143,0.692307692307692,1.36,2.26315789473684,1.77777777777778,2,1.52631578947368,1.44444444444444,1.23076923076923,3.23809523809524
SAMR_33876_Ct_robu,0.928571428571428,6.6,3.48148148148148,4.46153846153846,5.63636363636363,4.55555555555555,4.64,4.72727272727273,5.42857142857143,4.76,4.21739130434783,5,3.73913043478261,1.45833333333333,1.28,0.827586206896552,0.696969696969697,0.527777777777778,NA,0.971428571428571,0.9375,1.35483870967742,1.625,1.29166666666667,1.77777777777778,1.20833333333333,1.09375,0.676470588235294,3.12
SAMR_36313_Ct_robu,1.39130434782609,8.4,4.57142857142857,5.89473684210526,8,5.52380952380952,6.31578947368421,5.47368421052632,6.9375,6.27777777777778,5.38888888888889,8.5,6.125,1.72727272727273,1.35,1.28,1.03448275862069,1.17857142857143,0.971428571428571,NA,1.03703703703704,0.958333333333333,0.260869565217391,1.44444444444444,0.625,1.47619047619048,0.344827586206897,0.259259259259259,5.25
SAMR_39480_Ct_robu,1.52941176470588,13.0909090909091,4.76190476190476,6.55555555555556,9.84615384615384,6.88888888888889,7.625,6.9375,7.93333333333333,7.17647058823529,6.8,11.4545454545455,8.15384615384616,2.1875,2.375,1.25,0.538461538461538,0.692307692307692,0.9375,1.03703703703704,NA,1.9,2.58823529411765,2.91666666666667,2.44444444444445,1.5625,1.64,1.04,4.66666666666667
SAMR_40718_Ct_robu,2.47058823529412,10.8333333333333,5.52941176470588,8.42857142857143,11.3636363636364,8.26666666666667,9,7,10.6363636363636,7.73333333333334,6.33333333333333,10.5454545454546,6.71428571428571,2.70588235294118,0.4375,2.57142857142857,1.4,1.36,1.35483870967742,0.958333333333333,1.9,NA,2.21428571428571,0.125,1.70588235294118,3,0.956521739130435,0.44,5.2
SAMR_46204_Ct_robu,2.5,12.6,6.4,8.28571428571429,12.7,8.13333333333333,9.91666666666666,7.5,9.07692307692307,9.15384615384615,7.6923076923077,12.3333333333333,7.53846153846154,4.16666666666667,1.90909090909091,1.94117647058824,1.39130434782609,2.26315789473684,1.625,0.260869565217391,2.58823529411765,2.21428571428571,NA,1.83333333333333,0.941176470588235,2.66666666666667,0.0476190476190476,0.217391304347826,5.33333333333333
SAMR_48684_Ct_robu,2.84615384615385,15.75,7.5,9.81818181818182,16.8571428571428,9.83333333333333,11.2,9.09090909090909,11,9.16666666666667,8.18181818181818,17.6666666666667,7.81818181818181,3.63636363636364,0.0769230769230769,2.41176470588235,1.66666666666667,1.77777777777778,1.29166666666667,1.44444444444444,2.91666666666667,0.125,1.83333333333333,NA,2.46153846153846,3.8,1.4375,0.666666666666667,6.54545454545455
SAMR_48962_Ct_robu,2.82352941176471,12.7272727272727,6.93333333333333,8.26666666666667,13.2,8.53333333333333,10.5,8,10.3333333333333,8.85714285714286,8.30769230769231,13.7777777777778,8.5,4,1.92857142857143,2.05,2.1304347826087,2,1.77777777777778,0.625,2.44444444444445,1.70588235294118,0.941176470588235,2.46153846153846,NA,2.4375,0.736842105263158,0.380952380952381,6.14285714285714
SAMR_49609_Ct_robu,1.29411764705882,14.6666666666667,5.11111111111111,7.625,11.8181818181818,7.75,7.86666666666666,7.28571428571428,8.53846153846154,8.57142857142857,7.83333333333334,10.1818181818182,6.42857142857143,0.833333333333333,2.66666666666667,0.0526315789473684,0.35,1.52631578947368,1.20833333333333,1.47619047619048,1.5625,3,2.66666666666667,3.8,2.4375,NA,1.77777777777778,1.4,5.46666666666667
SAMR_50372_Ct_robu,1.71428571428571,9.2,4.63636363636364,6.73684210526316,9.42857142857142,6.94736842105263,7.75,6.33333333333333,7.875,6.88888888888889,6.35294117647059,10.7272727272727,5.33333333333333,2.66666666666667,1.38888888888889,1.73913043478261,1.57692307692308,1.44444444444444,1.09375,0.344827586206897,1.64,0.956521739130435,0.0476190476190476,1.4375,0.736842105263158,1.77777777777778,NA,-0.0714285714285714,4.55555555555555
SAMR_52303_Ct_robu,1.45,7.17647058823529,4.28571428571429,5.47619047619048,7.11764705882353,5.36363636363636,6.38888888888889,6.29411764705882,6.33333333333333,6.21052631578947,5.61111111111111,6.375,4.73684210526316,1.30434782608696,0.722222222222222,1.04166666666667,0.866666666666667,1.23076923076923,0.676470588235294,0.259259259259259,1.04,0.44,0.217391304347826,0.666666666666667,0.380952380952381,1.4,-0.0714285714285714,NA,3.88888888888889
SAMR_55725_Ct_spal,5.25,0.571428571428572,0.157894736842105,0.529411764705882,0.538461538461538,0.25,0.4,0.428571428571429,0.3125,0.294117647058824,0.117647058823529,0.384615384615385,0.166666666666667,6,6.72727272727273,4.66666666666667,4.29411764705882,3.23809523809524,3.12,5.25,4.66666666666667,5.2,5.33333333333333,6.54545454545455,6.14285714285714,5.46666666666667,4.55555555555555,3.88888888888889,NA
