,CUMV_14700_Ct_scho,NA_ABTC113798_Ct_scho,NA_ABTC12623_Ct_scho,SAMAR_24578_Ct_scho,SAMAR_25378_Ct_scho,SAMAR_26265_Ct_scho,SAMAR_32255_Ct_scho,SAMAR_35050_Ct_scho,SAMAR_37073_Ct_scho,SAMAR_41321_Ct_scho,SAMAR_41903_Ct_scho,SAMAR_45530_Ct_scho,SAMAR_46104_Ct_scho,SAMAR_46452_Ct_scho,SAMAR_48325_Ct_scho,SAMAR_48354_Ct_scho,SAMAR_49141_Ct_scho,SAMAR_50062_Ct_scho,SAMAR_59192_Ct_scho,SAMAR_60340_Ct_scho,SAMAR_62561_Ct_scho,SAMR_62121_Ct_scho,SAMR_65381_Ct_scho,UMMZ_242648_Ct_scho,WAMR_077870_Ct_scho,WAMR_100527_Ct_scho,WAMR_102261_Ct_scho,WAMR_151241_Ct_scho,WAMR_151655_Ct_scho
SAMAR_41903_Ct_scho,218.808135132129,543.369119475886,152.574571931236,371.319269631944,1667.30501108825,2994.50446651863,1130.14291131697,356.120766033097,1632.56515949594,822.623243046293,NA,1968.37877452486,76.5375724726098,139.158183374173,386.059580893934,131.16783142219,1923.20877701824,452.966886206928,1757.57190464572,1254.32890423525,705.718074021064,88.2383136738231,535.202765314231,2052.56254472306,2630.52580295271,282.34553299105,731.986338670333,2137.66742034396,1395.98065889181
SAMAR_45530_Ct_scho,2185.97438228356,1455.91174183053,2109.59948805455,2333.79155024608,305.743356428231,1026.26994499498,842.502225516348,2317.90746148331,338.921819893615,1146.48419090714,1968.37877452486,NA,1990.60819851622,2053.29345199365,1585.36462682879,2086.19893586398,74.2765104188397,2417.53552197274,248.004032225285,719.991666618441,1270.02244074662,2055.44131514378,1458.60995471716,111.47196957083,662.414522787657,1686.27637118,1244.43280252491,175.661606505235,673.954746255266
SAMAR_46104_Ct_scho,217.069113417824,548.966301333698,122.176102409596,371.233080422529,1691.77717208857,3016.27236833811,1157.17889714599,358.867663631038,1653.48087379322,847.236094604096,76.5375724726098,1990.60819851622,NA,195.665530945029,420.085705541143,163.954261914718,1943.41709367804,448.150644315056,1774.81970915358,1281.3364117202,738.089425476344,93.187982057774,542.877518414605,2076.29501757337,2652.26733192565,310.066121980458,753.069717888058,2158.23956038249,1402.74231418319
SAMAR_46452_Ct_scho,165.825209181234,656.806668662857,178.913386866383,287.529128959137,1749.85799423839,3078.41550152022,1211.69798217213,269.534784397116,1720.52840720518,910.959933257221,139.158183374173,2053.29345199365,195.665530945029,NA,472.505026428291,65.2226954364813,2011.29485655386,370.917780646871,1850.15404764036,1335.04082334586,784.18428956464,121.255927690155,646.785126606974,2134.64095341582,2714.93480584709,383.627423420172,824.419189490395,2224.68941652537,1502.57745224664
SAMAR_48325_Ct_scho,602.6566186478,239.724842267129,533.703100984058,750.403891247907,1283.0596244914,2611.18344817058,745.089927458424,733.652506299815,1250.58506308048,439.737421650694,386.059580893934,1585.36462682879,420.085705541143,472.505026428291,NA,501.422975141746,1541.44802053134,833.594025890301,1379.07976564084,869.217464159574,320.062493897676,473.940924588709,225.255410589846,1669.56551234146,2247.35177486748,112.964596223773,364.398133913992,1755.494802043,1036.49119629643
SAMAR_48354_Ct_scho,110.661646472479,671.826614536816,119.415241908225,249.997999992,1783.64822765028,3112.0028920295,1245.42924327318,232.325203109779,1751.69574983785,940.953771446823,131.16783142219,2086.19893586398,163.954261914718,65.2226954364813,501.422975141746,NA,2042.53151750469,332.640947569598,1879.05880695629,1369.30128167617,818.394159314447,75.2263251794211,663.095015815984,2169.09520307431,2748.20905318355,404.749305126025,852.668165231938,2256.54448216737,1523.24423517701
SAMAR_49141_Ct_scho,2141.30590995308,1406.36766174425,2063.03974755699,2290.31220579204,274.907257088641,1073.69595323816,802.227523835975,2274.47268614068,290.914076661821,1101.78173882126,1923.20877701824,74.2765104188397,1943.41709367804,2011.29485655386,1541.44802053134,2042.53151750469,NA,2373.76599520677,183.098334236006,681.664873673274,1228.56094679914,2010.08308286001,1409.64037967135,181.347732271457,710.147871925277,1640.93906041632,1199.76497698508,215.206877213531,610.165551305545
SAMAR_50062_Ct_scho,234.78926721637,990.499369005352,328.764353298833,84.9176071259665,2115.27232289367,3443.38118714731,1577.29642109529,101.916632597432,2083.03000458467,1272.63977621321,452.966886206928,2417.53552197274,448.150644315056,370.917780646871,833.594025890301,332.640947569598,2373.76599520677,NA,2209.22565619721,1701.10493503487,1150.42383494084,367.870901268366,983.187164277484,2499.73198563366,3079.56441725124,734.036783819449,1179.78345470684,2587.79152947064,1846.81374263893
SAMAR_59192_Ct_scho,1975.80616458194,1234.04497486923,1894.91899563016,2126.13193381784,190.044731576542,1247.35079268023,651.335551002707,2110.75744698438,150.153255042973,940.109568082359,1757.57190464572,248.004032225285,1774.81970915358,1850.15404764036,1379.07976564084,1879.05880695629,183.098334236006,2209.22565619721,NA,537.175948828687,1071.49288378412,1843.85655624292,1238.07713814608,348.416417523629,885.161567172909,1475.57514210561,1033.87281616261,391.712905072069,427.294980078166
SAMAR_60340_Ct_scho,1471.04724601217,765.43386389681,1398.7058304018,1617.36977837475,415.173457725804,1743.73449813898,124.265844060224,1600.85883200237,394.618803403994,434.844799899918,1254.32890423525,719.991666618441,1281.3364117202,1335.04082334586,869.217464159574,1369.30128167617,681.664873673274,1701.10493503487,537.175948828687,NA,551.270351098261,1341.81854212855,765.182984651384,803.222260647699,1380.42131249847,973.342694018915,543.778447531713,892.481372354628,385.892472069617
SAMAR_62561_Ct_scho,921.279002257188,295.858074082828,852.909725586477,1066.77926489035,966.195632364378,2294.86971307741,427.751095848976,1049.9057100521,938.110334662187,141.467310711698,705.718074021064,1270.02244074662,738.089425476344,784.18428956464,320.062493897676,818.394159314447,1228.56094679914,1150.42383494084,1071.49288378412,551.270351098261,NA,793.410360406265,286.698447850699,1352.96895751529,1931.37826434906,428.141331805281,150.592164470798,1441.50268816954,762.977063875448
SAMR_62121_Ct_scho,133.210359957475,624.342854527863,71.9513724677994,287.628232272147,1754.60023937078,3081.52575845149,1217.65060670128,273.740753268489,1719.54906879682,910.003846145718,88.2383136738231,2055.44131514378,93.187982057774,121.255927690155,473.940924588709,75.2263251794211,2010.08308286001,367.870901268366,1843.85655624292,1341.81854212855,793.410360406265,NA,616.892211006104,2139.46698969627,2717.52718477663,369.349428048833,817.181742331533,2224.54984210289,1479.32079009253
SAMR_65381_Ct_scho,749.365731802569,16.4924225024706,661.83457147538,902.136353330249,1164.97467783639,2481.87529904304,644.143617526402,888.962316411669,1121.84713753702,342.728755723823,535.202765314231,1458.60995471716,542.877518414605,646.785126606974,225.255410589846,663.095015815984,1409.64037967135,983.187164277484,1238.07713814608,765.182984651384,286.698447850699,616.892211006104,NA,1544.73395767686,2118.21953536455,269.182094501102,233.970083557706,1623.97598504411,865.05837953285
UMMZ_242648_Ct_scho,2269.23467274762,1542.42503869718,2194.36870192773,2415.72452899746,391.237779361861,946.671009379711,926.362779908606,2400.13437123841,434.476696728375,1232.51774835091,2052.56254472306,111.47196957083,2076.29501757337,2134.64095341582,1669.56551234146,2169.09520307431,181.347732271457,2499.73198563366,348.416417523629,803.222260647699,1352.96895751529,2139.46698969627,1544.73395767686,NA,585.176041888251,1770.94268681965,1326.70984016853,144.62019222778,769.562862929339
WAMR_077870_Ct_scho,2848.12341726969,2114.98226942923,2771.37637285158,2995.85380150634,965.280270180635,364.034339039602,1503.63725678769,2979.89999832209,999.215192038232,1808.44325318767,2630.52580295271,662.414522787657,2652.26733192565,2714.93480584709,2247.35177486748,2748.20905318355,710.147871925277,3079.56441725124,885.161567172909,1380.42131249847,1931.37826434906,2717.52718477663,2118.21953536455,585.176041888251,NA,2348.34260703161,1905.54506637865,495.104029472595,1300.21767408384
WAMR_100527_Ct_scho,500.619616075918,280.347998031019,425.673583864444,651.434570774379,1385.5536799417,2712.34179262128,849.125432430333,635.841961496723,1350.32884883646,540.730986720754,282.34553299105,1686.27637118,310.066121980458,383.627423420172,112.964596223773,404.749305126025,1640.93906041632,734.036783819449,1475.57514210561,973.342694018915,428.141331805281,369.349428048833,269.182094501102,1770.94268681965,2348.34260703161,NA,452.743856943416,1855.38594367857,1119.86383100804
WAMR_102261_Ct_scho,947.710398803348,237.398399320636,869.88562466568,1096.41871563742,947.243368939577,2269.31421358965,423.31666633857,1082.29663216699,910.715652660039,146.023970634961,731.986338670333,1244.43280252491,753.069717888058,824.419189490395,364.398133913992,852.668165231938,1199.76497698508,1179.78345470684,1033.87281616261,543.778447531713,150.592164470798,817.181742331533,233.970083557706,1326.70984016853,1905.54506637865,452.743856943416,NA,1413.24661683657,693.430602151362
WAMR_151241_Ct_scho,2355.61096108844,1620.65480593493,2277.69949729985,2504.2579739316,479.330783488814,858.604099687394,1014.31799747416,2488.4139527016,505.370161366894,1315.98138284704,2137.66742034396,175.661606505235,2158.23956038249,2224.68941652537,1755.494802043,2256.54448216737,215.206877213531,2587.79152947064,391.712905072069,892.481372354628,1441.50268816954,2224.54984210289,1623.97598504411,144.62019222778,495.104029472595,1855.38594367857,1413.24661683657,NA,813.888198710363
WAMR_151655_Ct_scho,1612.2906065595,857.991841453053,1523.47858534342,1765.59168552641,458.833303063324,1657.81030277894,429.703386069973,1751.73685238394,376.267192298239,622.089221896667,1395.98065889181,673.954746255266,1402.74231418319,1502.57745224664,1036.49119629643,1523.24423517701,610.165551305545,1846.81374263893,427.294980078166,385.892472069617,762.977063875448,1479.32079009253,865.05837953285,769.562862929339,1300.21767408384,1119.86383100804,693.430602151362,813.888198710363,NA
