,CUMV_14700_Ct_scho,NA_ABTC113798_Ct_scho,NA_ABTC12623_Ct_scho,SAMAR_24578_Ct_scho,SAMAR_25378_Ct_scho,SAMAR_26265_Ct_scho,SAMAR_32255_Ct_scho,SAMAR_35050_Ct_scho,SAMAR_37073_Ct_scho,SAMAR_41321_Ct_scho,SAMAR_41903_Ct_scho,SAMAR_45530_Ct_scho,SAMAR_46104_Ct_scho,SAMAR_46452_Ct_scho,SAMAR_48325_Ct_scho,SAMAR_48354_Ct_scho,SAMAR_49141_Ct_scho,SAMAR_50062_Ct_scho,SAMAR_59192_Ct_scho,SAMAR_60340_Ct_scho,SAMAR_62561_Ct_scho,SAMR_62121_Ct_scho,SAMR_65381_Ct_scho,UMMZ_242648_Ct_scho,WAMR_077870_Ct_scho,WAMR_100527_Ct_scho,WAMR_102261_Ct_scho,WAMR_151241_Ct_scho,WAMR_151655_Ct_scho
SAMAR_50062_Ct_scho,1721.3242533635,686.775736578799,546.76498391286,379.101676288438,678.523611562746,954.715811797563,741.294426666133,456.593768098658,924.773986643693,841.017273300136,404.992392878651,675.196064283512,745.410661133692,313.945025246328,742.517575340709,610.797255349386,767.591359175256,NA,806.19219662914,839.802235638376,506.042402995532,839.638332994932,686.195883249177,2247.03405911313,1207.94199612131,1609.03673209511,2153.62339315308,1658.35903956603,2070.47182742156
SAMAR_59192_Ct_scho,1891.7478220553,1159.38133833342,1176.88036703174,774.103414129952,636.072273261074,866.337263185428,874.080223584627,638.993565372714,160.137191039044,242.087387701511,866.501632771191,480.843832898833,1173.2785126257,505.335790742809,306.538482359125,432.165235454239,94.8862347248853,806.19219662914,NA,957.087079230979,582.889032224734,1253.27180446063,1159.5566729928,2417.42701351651,1112.03340285938,1672.59051206071,2463.6508469016,1552.46652194462,2057.76618997046
SAMAR_60340_Ct_scho,960.805425472894,1523.70275178222,628.443050219855,1164.25989445847,321.709302101848,230.547690260504,104.136395694144,1156.43103234078,1114.98621719832,1165.83821925973,455.260918993998,476.289143151578,381.637421916146,724.784761436487,1154.23792317138,1144.55997377164,862.906594092291,839.802235638376,957.087079230979,NA,437.50926992823,406.646229010956,1523.18371604889,1496.29746509215,391.596513677255,791.65601564096,1508.08407837652,820.367897929727,1241.05631273783
SAMAR_62561_Ct_scho,1397.28905459154,1147.12910679092,631.195197869377,759.980377124407,176.803459483542,472.448920932052,336.16921033763,729.675073611513,742.049393818654,757.897656377147,314.27681031373,194.825463006895,590.411144002422,297.151807137622,728.865350453608,707.507311883567,497.808786086222,506.042402995532,582.889032224734,437.50926992823,NA,671.683063157445,1146.77233110804,1933.14483606516,740.805487714081,1224.5125322124,1925.95345445887,1205.86717255807,1663.01916861676
SAMR_62121_Ct_scho,904.573989795747,1500.8749279725,378.45902405608,1215.40267430943,649.893134651704,635.227016617704,426.359249023603,1260.2930519991,1413.00192539868,1424.91232460998,459.801581986513,799.289181792254,95.2444789414416,876.76109977721,1381.92962636293,1324.17105620086,1165.38836702101,839.638332994932,1253.27180446063,406.646229010956,671.683063157445,NA,1500.12931036653,1416.13375206752,717.399747243992,857.2578463799,1317.41764694725,1028.59801905245,1320.82086121307
SAMR_65381_Ct_scho,2397.69598246407,1.0517930574462,1153.68044261842,406.348930725272,1323.2259382584,1616.92062104785,1422.63773682273,520.79820845388,1193.80790334807,1036.95301886496,1089.63413682884,1272.43772743145,1409.55372438195,866.130640579434,912.471061940427,744.258099541019,1177.18672205952,686.195883249177,1159.5566729928,1523.18371604889,1146.77233110804,1500.12931036653,NA,2916.18573084885,1879.83650622366,2294.84070371965,2789.2453376862,2337.62633700226,2756.66760409871
UMMZ_242648_Ct_scho,536.027721374982,2916.92589202961,1776.67786283527,2613.83170254469,1806.42100425415,1551.2871430914,1597.01522667684,2633.94648983591,2565.79167314536,2644.13979641044,1847.0396205604,1949.2406520028,1506.86271410745,2211.47868302714,2645.39969091383,2640.62857383351,2323.04230783146,2247.03405911313,2417.42701351651,1496.29746509215,1933.14483606516,1416.13375206752,2916.18573084885,NA,1323.61648148498,752.313522972817,412.430034567951,990.089473401614,561.94977967988
WAMR_077870_Ct_scho,823.74233061685,1880.26472302903,1009.85128429222,1500.29731833844,571.307276690878,271.334383610712,474.340703590748,1465.82425487108,1252.60706569724,1348.42154851205,842.058782743639,678.320450006801,729.752219127878,1036.79044332586,1370.59743262597,1403.62392178053,1020.01623432838,1207.94199612131,1112.03340285938,391.596513677255,740.805487714081,717.399747243992,1879.83650622366,1323.61648148498,NA,571.320175432258,1441.55052998096,466.580906592274,950.402811510438
WAMR_100527_Ct_scho,284.605916789928,2295.4449199971,1233.91928890168,1951.79331451347,1080.28810590641,807.419666368104,895.77101294453,1948.07991146531,1818.02531545431,1903.80429223866,1205.36884226251,1214.16668444354,927.224614567565,1516.03241969287,1913.8597011083,1925.0730708661,1578.8993696979,1609.03673209511,1672.59051206071,791.65601564096,1224.5125322124,857.2578463799,2294.84070371965,752.313522972817,571.320175432258,NA,909.987711097471,339.796559818485,466.894261259692
WAMR_102261_Ct_scho,627.794396926327,2790.08404682496,1635.89283484947,2531.45475778191,1829.75019371008,1620.65930401179,1598.11469177659,2576.59806162892,2619.97626758063,2673.2463205152,1775.08004636364,1983.16431284838,1412.63944092059,2177.43032021456,2654.54587172882,2622.16759297033,2369.01535686468,2153.62339315308,2463.6508469016,1508.08407837652,1925.95345445887,1317.41764694725,2789.2453376862,412.430034567951,1441.55052998096,909.987711097471,NA,1221.47921034353,907.925042028734
WAMR_151241_Ct_scho,613.742200695482,2338.09614677877,1381.35286925337,1963.9085360729,1037.80500890223,737.894914629843,917.072827376087,1932.30657459389,1682.62572160775,1793.00716602579,1273.75375774575,1141.41312075909,1075.34369374351,1502.51598564553,1824.94622167952,1866.68671987906,1463.82995221493,1658.35903956603,1552.46652194462,820.367897929727,1205.86717255807,1028.59801905245,2337.62633700226,990.089473401614,466.580906592274,339.796559818485,1221.47921034353,NA,514.628185832838
WAMR_151655_Ct_scho,507.991199472778,2757.24745664464,1698.6690503888,2405.31255060395,1506.66750575835,1215.18547938138,1344.64485151963,2392.06517972265,2192.12551637055,2296.46455751641,1668.48374386284,1626.49210350425,1393.23016252111,1958.81350183096,2321.00023845688,2349.68060744104,1967.27592891628,2070.47182742156,2057.76618997046,1241.05631273783,1663.01916861676,1320.82086121307,2756.66760409871,561.94977967988,950.402811510438,466.894261259692,907.925042028734,514.628185832838,NA
