,NA_ABTC113879_Ct_stra,NA_ABTC113898_Ct_stra,SAMAR_34780_Ct_stra,SAMAR_36883_Ct_stra,SAMAR_37916_Ct_stra,SAMAR_41349_Ct_stra,SAMAR_42343_Ct_stra,SAMAR_42743_Ct_stra,SAMAR_42800_Ct_stra,SAMAR_42874_Ct_stra,SAMAR_42955_Ct_stra,SAMAR_45516_Ct_stra,SAMAR_48386_Ct_stra,SAMAR_50902_Ct_stra,SAMR_42487_Ct_stra,SAMR_42881_Ct_stra,SAMR_44903_Ct_stra,SAMR_44955_Ct_stra,SAMR_45029_Ct_stra,SAMR_46857_Ct_stra,SAMR_55734_Ct_stra
SAMAR_42955_Ct_stra,7.82758620689655,1.28813559322034,1.06896551724138,6.8,0.947368421052632,1.03030303030303,0.649350649350649,7.015625,1.10909090909091,7.72222222222222,NA,9,1.39285714285714,0.693333333333333,1.60714285714286,7.4179104477612,0.716216216216216,0.929577464788733,0.20253164556962,1.18181818181818,5.95454545454545
SAMAR_45516_Ct_stra,0.75,12.8571428571429,10.6315789473684,0.757575757575757,9.32000000000001,13.1351351351351,10.1489361702128,2.55555555555556,10.7317073170732,1.11538461538462,9,NA,13.6756756756757,9.85714285714286,14.7878787878788,0.85,9.72916666666667,9.92,8.03333333333333,10.7209302325581,2.4406779661017
SAMAR_48386_Ct_stra,10.375,2.20454545454545,0.7,9,0.233333333333333,2.53333333333333,1.45614035087719,10.9333333333333,2.15555555555556,9.5625,1.39285714285714,13.6756756756757,NA,1.71428571428571,0.743589743589744,10.2592592592593,0.716666666666667,0.637931034482759,1.171875,0.803571428571428,9.80851063829788
SAMAR_50902_Ct_stra,8.85714285714286,1.3448275862069,1.16981132075472,7.31428571428571,0.909090909090909,1.14754098360656,0.67948717948718,8.30357142857143,1.08196721311475,8.35185185185185,0.693333333333333,9.85714285714286,1.71428571428571,NA,1.96153846153846,8.04477611940299,0.689189189189189,1.08450704225352,0.620253164556962,1.31818181818182,7.1
SAMR_42487_Ct_stra,11.3777777777778,2.42105263157895,0.897435897435898,9.6,0.406779661016949,2.925,1.7962962962963,13.1578947368421,2.225,10.2954545454545,1.60714285714286,14.7878787878788,0.743589743589744,1.96153846153846,NA,10.188679245283,0.8,0.925925925925926,1.42372881355932,1.0625,9.26530612244898
SAMR_42881_Ct_stra,0.217948717948718,9.31481481481481,9.38775510204081,0.402298850574713,7.63768115942029,8.55737704918032,8.23809523809524,1.73972602739726,7.765625,0.304347826086957,7.4179104477612,0.85,10.2592592592593,8.04477611940299,10.188679245283,NA,7.26760563380282,8.29411764705882,7.02666666666667,7.61764705882353,1.51898734177215
SAMR_44903_Ct_stra,8.18333333333333,1.41935483870968,0.481481481481481,6.66666666666667,0.209876543209877,1.04615384615385,0.746666666666667,7.8448275862069,1.16666666666667,7.45762711864407,0.716216216216216,9.72916666666667,0.716666666666667,0.689189189189189,0.8,7.26760563380282,NA,0.181818181818182,0.8,0.48,5.98571428571428
SAMR_44955_Ct_stra,8.14285714285714,1.64285714285714,0.5,7.45070422535212,0.4,1.24242424242424,0.906666666666667,7.85483870967742,1.27118644067797,8.21428571428572,0.929577464788733,9.92,0.637931034482759,1.08450704225352,0.925925925925926,8.29411764705882,0.181818181818182,NA,1.0253164556962,0.5,6.30985915492958
SAMR_45029_Ct_stra,6.88571428571429,1.0327868852459,1.31034482758621,6.02469135802469,0.761904761904762,0.901408450704225,0.768292682926829,6.0958904109589,0.869565217391304,6.875,0.20253164556962,8.03333333333333,1.171875,0.620253164556962,1.42372881355932,7.02666666666667,0.8,1.0253164556962,NA,1.04166666666667,5.25
SAMR_46857_Ct_stra,8.36206896551725,1.50943396226415,0.62,7.890625,0.464788732394366,1.78571428571429,1.1,7.85714285714286,1.59649122807018,8.01818181818182,1.18181818181818,10.7209302325581,0.803571428571428,1.31818181818182,1.0625,7.61764705882353,0.48,0.5,1.04166666666667,NA,6.30303030303031
SAMR_55734_Ct_stra,1.70833333333333,7.77358490566037,7.15094339622641,1.39325842696629,5.625,7.81481481481481,6.33333333333333,0.643835616438356,6.38333333333333,1.92753623188406,5.95454545454545,2.4406779661017,9.80851063829788,7.1,9.26530612244898,1.51898734177215,5.98571428571428,6.30985915492958,5.25,6.30303030303031,NA
