,NA_ABTC61569_Ct_robu,NA_CCM2497_Ct_spal,NA_CCM5477_Ct_vert,NTMR_21670_Ct_spal,NTMR_22298_Ct_spal,NTMR_22299_Ct_spal,NTMR_22325_Ct_spal,NTMR_22621_Ct_spal,NTMR_22622_Ct_spal,SAMAR_34202_Ct_spal,SAMAR_51093_Ct_spal,SAMAR_54485_Ct_spal,SAMAR_55675_Ct_spal,SAMR_21493_Ct_robu,SAMR_28536_Ct_robu,SAMR_32932_Ct_robu,SAMR_33525_Ct_robu,SAMR_33695_Ct_robu,SAMR_33876_Ct_robu,SAMR_36313_Ct_robu,SAMR_39480_Ct_robu,SAMR_40718_Ct_robu,SAMR_46204_Ct_robu,SAMR_48684_Ct_robu,SAMR_48962_Ct_robu,SAMR_49609_Ct_robu,SAMR_50372_Ct_robu,SAMR_52303_Ct_robu,SAMR_55725_Ct_spal
SAMAR_51093_Ct_spal,2517.6656258582,436.163904009152,414.467126205573,229.259842695355,306.316679467326,301.847736104841,285.248999160682,316.801184421156,316.801184421156,501.136873973274,NA,1265.26470784406,1265.74276811025,2072.76194470252,1677.0982671497,2309.63289954834,2146.8541116437,2409.37021353481,2266.41668716685,1778.18207198426,2028.38818713344,1772.10206093876,1367.56346609237,1585.29487955244,1514.48505082642,2307.42632848178,1528.32507410099,1561.07938219773,1191.32381841297
SAMAR_54485_Ct_spal,1469.41586566354,1542.723591504,1554.50043556151,1389.97953748532,1185.73549718949,1183.14417803502,1131.48369917493,1202.81623653137,1202.81623653137,820.018639310529,1265.26470784406,NA,12.1085259740072,1726.14308219735,1523.33167898601,1870.40104961112,1379.66959602009,1258.54531406575,1077.12104704262,1503.13577962038,1653.31809655944,1563.07777392577,1338.40174600654,1521.278779799,1331.01591284645,1885.61610153641,1258.21913271146,1228.85409977865,77.0540686333414
SAMAR_55675_Ct_spal,1460.47225270945,1546.09145235455,1557.52248791154,1392.20948222607,1189.11894865638,1186.47935574286,1134.50378995093,1206.31962806876,1206.31962806876,823.237553414176,1265.74276811025,12.1085259740072,NA,1714.08483992228,1511.83834755282,1858.29624122059,1368.08498065815,1251.39412259929,1070.89888869717,1491.29971867534,1641.24736481579,1551.37098960579,1327.75659122518,1510.1339803046,1319.66578688902,1873.50821727038,1246.64967727149,1217.11660460307,81.5824662291312
SAMR_21493_Ct_robu,1295.67806118131,2508.87840517867,2486.06692612344,2301.37670501826,2261.65257744435,2256.24394154003,2199.15684424235,2282.20888761326,2282.20888761326,2029.30055023521,2072.76194470252,1726.14308219735,1714.08483992228,NA,417.631153993643,250.497711866762,679.626023745959,1511.14408190198,1577.11128584882,294.591836750221,75.5781592573516,315.561884936211,717.731397160316,534.756201608561,558.27721440501,240.429463860701,557.029944037165,545.910428526199,1744.5817983042
SAMR_28536_Ct_robu,1498.05289768794,2112.70500575812,2087.58073488424,1906.35424823161,1884.98723019478,1879.48987980428,1824.44589851523,1905.04861778338,1905.04861778338,1684.65560591589,1677.0982671497,1523.33167898601,1511.83834755282,417.631153993643,NA,667.875277890209,879.629576276184,1637.96682044773,1650.9738239778,161.886084587548,398.165533508935,102.106292974647,309.740895735455,122.479240247996,198.682779298677,657.770763643286,266.646879430275,310.234116871727,1524.66549203731
SAMR_32932_Ct_robu,1212.86699464005,2745.25434508604,2723.76084808817,2537.4625247728,2488.15088300261,2482.80521493913,2424.84861337643,2508.90145901444,2508.90145901444,2240.61816771752,2309.63289954834,1870.40104961112,1858.29624122059,250.497711866762,667.875277890209,NA,650.359297477101,1471.81331130934,1569.52777885922,536.426886714926,281.710883783054,565.769238296883,964.617237870551,785.223126931169,798.281365428992,30.7534716568105,783.158652967871,759.676566321076,1897.17008165911
SAMR_33525_Ct_robu,627.204204834048,2561.57213981302,2550.7871849676,2359.11503689011,2250.72928971799,2245.95354751186,2185.54520411566,2271.74638083756,2271.74638083756,1939.71352766313,2146.8541116437,1379.66959602009,1368.08498065815,679.626023745959,879.629576276184,650.359297477101,NA,834.016233925837,919.503339837394,725.338267593377,618.466326344049,813.805397396197,1038.11001532939,988.230730781861,858.65745012685,677.99174249209,773.348899879759,707.602584428353,1424.90737117109
SAMR_33695_Ct_robu,340.208235625224,2756.40707486303,2760.28674952322,2579.61077020272,2404.94804023124,2401.48323765888,2344.65110749783,2424.00293631663,2424.00293631663,2043.7348716604,2409.37021353481,1258.54531406575,1251.39412259929,1511.14408190198,1637.96682044773,1471.81331130934,834.016233925837,NA,209.875910558752,1504.19632916167,1446.45827612876,1595.80301314441,1696.70544447029,1725.18464579751,1550.44875491269,1501.06882800101,1449.11505127047,1380.26100870012,1331.80825201936
SAMR_33876_Ct_robu,532.694082798338,2597.08300416757,2603.43807176959,2426.64654905909,2242.69253874333,2239.48808076478,2183.98560264849,2261.18922678286,2261.18922678286,1878.46537573984,2266.41668716685,1077.12104704262,1070.89888869717,1577.11128584882,1650.9738239778,1569.52777885922,919.503339837394,209.875910558752,NA,1530.5546645748,1507.78958392702,1621.22041990386,1670.53973374254,1726.69019740509,1540.55630603309,1597.40474796412,1438.07846019882,1371.56145503434,1152.22813133366
SAMR_36313_Ct_robu,1348.37760532262,2214.29156141869,2191.5578650444,2006.78488808792,1968.92329891919,1963.49559982405,1906.7500394843,1989.40305595739,1989.40305595739,1744.5013360006,1778.18207198426,1503.13577962038,1491.29971867534,294.591836750221,161.886084587548,536.426886714926,725.338267593377,1504.19632916167,1530.5546645748,NA,256.004860854829,91.6103691806721,429.533539403709,282.471110484829,263.712248086255,531.223458362526,271.804321757695,278.380807743247,1512.71411666756
SAMR_39480_Ct_robu,1239.88031729937,2464.16073837623,2442.39768074085,2256.41436861017,2210.49229139521,2205.11691264076,2147.54029041314,2231.16113707342,2231.16113707342,1971.12175627326,2028.38818713344,1653.31809655944,1641.24736481579,75.5781592573516,398.165533508935,281.710883783054,618.466326344049,1446.45827612876,1507.78958392702,256.004860854829,NA,297.722326560865,685.449150835894,519.483652839698,516.642545743587,279.323873741698,504.114151075832,486.41682974194,1672.72804794104
SAMR_40718_Ct_robu,1438.18375670276,2208.05511802933,2183.60407472826,2001.28120969771,1974.51037055459,1969.03434524174,1913.34766444868,1994.73182155624,1994.73182155624,1764.66164092625,1772.10206093876,1563.07777392577,1551.37098960579,315.561884936211,102.106292974647,565.769238296883,813.805397396197,1595.80301314441,1621.22041990386,91.6103691806721,297.722326560865,NA,407.085930405922,221.853967463548,270.259650558916,555.792001648518,310.08729690807,334.526499512024,1569.09161757692
SAMR_46204_Ct_robu,1616.67363503604,1803.04470798697,1777.8405093878,1596.82312884375,1580.02617961648,1574.50765321043,1520.33556799116,1599.87455382709,1599.87455382709,1395.84933182371,1367.56346609237,1338.40174600654,1327.75659122518,717.731397160316,309.740895735455,964.617237870551,1038.11001532939,1696.70544447029,1670.53973374254,429.533539403709,685.449150835894,407.085930405922,NA,226.489496427712,185.975964806799,957.602150378811,265.24771974436,333.159421641943,1326.49873181908
SAMR_48684_Ct_robu,1600.3898947894,2019.49608732895,1992.8488339928,1814.35942410074,1804.31302895864,1798.78454870144,1745.10705483994,1824.02196462817,1824.02196462817,1621.90871504136,1585.29487955244,1521.278779799,1510.1339803046,534.756201608561,122.479240247996,785.223126931169,988.230730781861,1725.18464579751,1726.69019740509,282.471110484829,519.483652839698,221.853967463548,226.489496427712,NA,200.985090637057,773.617146133554,297.993020419006,358.619787983959,1516.35755536655
SAMR_48962_Ct_robu,1449.63200435069,1950.60632214865,1927.85018868615,1743.12866984972,1708.17394517197,1702.72243086124,1646.46891886709,1728.54100427733,1728.54100427733,1494.40489001962,1514.48505082642,1331.01591284645,1319.66578688902,558.27721440501,198.682779298677,798.281365428992,858.65745012685,1550.44875491269,1540.55630603309,263.712248086255,516.642545743587,270.259650558916,185.975964806799,200.985090637057,NA,794.251572337465,102.481160996116,170.237810961527,1329.91450293425
SAMR_49609_Ct_robu,1243.28355603996,2743.28577906328,2721.31120621812,2535.56886928766,2489.19837731321,2483.83427649032,2426.10170416201,2509.89986237202,2509.89986237202,2245.26384963034,2307.42632848178,1885.61610153641,1873.50821727038,240.429463860701,657.770763643286,30.7534716568105,677.99174249209,1501.06882800101,1597.40474796412,531.223458362526,279.323873741698,555.792001648518,957.602150378811,773.617146133554,794.251572337465,NA,783.088241388832,762.240514408896,1911.3347834047
SAMR_50372_Ct_robu,1354.34939725506,1963.30787503153,1942.7567744384,1755.45750154041,1706.39916568995,1701.02061399619,1643.50981102446,1727.059141916,1727.059141916,1473.87225771417,1528.32507410099,1258.21913271146,1246.64967727149,557.029944037165,266.646879430275,783.158652967871,773.348899879759,1449.11505127047,1438.07846019882,271.804321757695,504.114151075832,310.08729690807,265.24771974436,297.993020419006,102.481160996116,783.088241388832,NA,69.6425720104669,1261.5685664162
SAMR_52303_Ct_robu,1284.99457638111,1994.63457828372,1975.43961534432,1786.87216886406,1729.14109471008,1723.81955457823,1665.61997851184,1749.94869420188,1749.94869420188,1484.72052031474,1561.07938219773,1228.85409977865,1217.11660460307,545.910428526199,310.234116871727,759.676566321076,707.602584428353,1380.26100870012,1371.56145503434,278.380807743247,486.41682974194,334.526499512024,333.159421641943,358.619787983959,170.237810961527,762.240514408896,69.6425720104669,NA,1236.17854364676
SAMR_55725_Ct_spal,1536.66745065692,1465.71431087716,1477.60633188861,1313.61732170505,1108.7264230341,1106.14716666378,1054.60120687044,1125.7832541859,1125.7832541859,743.068309090704,1191.32381841297,77.0540686333414,81.5824662291312,1744.5817983042,1524.66549203731,1897.17008165911,1424.90737117109,1331.80825201936,1152.22813133366,1512.71411666756,1672.72804794104,1569.09161757692,1326.49873181908,1516.35755536655,1329.91450293425,1911.3347834047,1261.5685664162,1236.17854364676,NA
