Annual_mean_temperature,Temperature_seasonality,Annual_precipitation,Precipitation_seasonality,ID,Latitude,Longitude,taxon
232,6552,174,37,SAMR_46880_Ct_saxa,-26.688,135.716667,inornatus
227,6510,147,37,SAMR_46944_Ct_leon,-26.463,134.945833,leonhardii
222,6358,127,35,SAMR_47236_Ct_regi,-28.951,136.781944,regius
187,5791,206,15,SAMR_48330_Ct_regi,-32.053,140.927222,regius
182,5097,213,20,SAMR_48684_Ct_robu,-31.705,135.525556,spaldingi
197,6037,287,29,SAMR_48698_Ct_gran,-27.014,129.87,hanloni
197,6030,281,29,SAMR_48710_Ct_hele,-27.029,129.839167,inornatus
198,6038,276,30,SAMR_48771_Ct_gree,-27.027,129.815,greeri
198,6038,276,30,SAMR_48772_Ct_quat,-27.027,129.815,quattuordecimlineatus
201,5999,284,30,SAMR_48807_Ct_pian,-27.329,130.293333,piankai
201,5993,289,31,SAMR_48821_Ct_gran,-27.337,130.2375,grandis
205,6016,164,17,SAMR_48962_Ct_robu,-30.742,137.313611,spaldingi
203,6011,179,18,SAMR_48964_Ct_olym,-30.79,137.400556,olympicus
232,6535,168,58,SAMR_49090_Ct_leon,-27.208,140.894444,leonhardii
206,6194,186,29,SAMR_49197_Ct_pant,-30.185,139.598889,pantherinus
145,2905,735,49,SAMR_49609_Ct_robu,-37.438,140.313611,spaldingi
202,6308,286,39,SAMR_50208_Ct_saxa,-26.141,132.359167,inornatus
192,6048,220,17,SAMR_50372_Ct_robu,-30.584,138.368889,spaldingi
255,4872,443,97,SAMR_51082_Ct_leon,-19.65,134.183333,leonhardii
200,6294,237,42,SAMR_51580_Ct_leon,-26.277,131.460556,leonhardii
188,5998,206,27,SAMR_52303_Ct_robu,-30.66,139.091111,spaldingi
239,5508,357,79,SAMR_53975_Ct_saxa,-21.5,133.9,superciliaris
264,4282,473,105,SAMR_54024_Ct_joan,-18.592,136.089444,joanae
250,4893,377,97,SAMR_54340_Ct_late,-20.775,139.7856,lateralis
267,3960,583,111,SAMR_54432_Ct_pant,-19.395,140.236667,pantherinus
267,3960,583,111,SAMR_54434_Ct_late,-19.395,140.236667,lateralis
218,3891,609,87,SAMR_54494_Ct_zebr,-20.253,144.4656,zebrilla
217,3851,550,91,SAMR_54511_Ct_zebr,-20.164,144.5183,zebrilla
175,5075,255,17,SAMR_55163_Ct_regi,-33.704,140.125556,regius
175,5038,247,16,SAMR_55208_Ct_atla,-33.741,140.0483,atlas
248,5416,340,87,SAMR_55275_Ct_joan,-21.9,139.996944,joanae
180,3489,893,59,SAMR_55637_Ct_arca,-24.357,150.960556,arcanus
180,3489,893,59,SAMR_55638_Ct_arca,-24.357,150.960556,arcanus
239,4403,518,79,SAMR_55674_Ct_pant,-21.346,145.05,pantherinus
236,4298,519,84,SAMR_55678_Ct_hebe,-21.092,145.004444,hebetior
242,4207,462,91,SAMR_55725_Ct_spal,-20.624,144.399722,spaldingi
260,4641,422,105,SAMR_55734_Ct_stra,-20.824,141.7464,strauchii
196,6010,295,31,SAMR_56476_Ct_dux,-27.077,129.7728,dux
177,4188,273,22,SAMR_57397_Ct_atla,-33.393889,137.342778,atlas
192,5286,210,13,SAMR_58939_Ct_quat,-29.061,130.293889,quattuordecimlineatus
187,4951,196,11,SAMR_60360_Ct_atla,-29.499,129.3319,atlas
236,6379,306,56,SAMR_62029_Ct_calu,-24.6286,128.7556,calurus
238,6377,293,56,SAMR_62088_Ct_quat,-24.5594,128.7097,quattuordecimlineatus
216,6277,252,39,SAMR_62121_Ct_scho,-25.9325,128.4411,schomburgkii
215,6275,251,39,SAMR_62131_Ct_leon,-25.9308,128.4494,leonhardii
191,5459,242,19,SAMR_62379_Ct_dux,-28.53196,129.95754,dux
249,5634,306,75,SAMR_65346_Ct_hebe,-22.39056,139.9589,hebetior
249,5634,306,75,SAMR_65347_Ct_hebe,-22.39056,139.9589,hebetior
242,5675,382,63,SAMR_65379_Ct_hebe,-24.07556,143.1897,hebetior
242,5675,382,63,SAMR_65380_Ct_hebe,-24.07556,143.1897,hebetior
242,5675,382,63,SAMR_65381_Ct_scho,-24.07556,143.1897,schomburgkii
243,5713,377,65,SAMR_65403_Ct_pant,-24.10056,143.0178,pantherinus
243,5713,377,65,SAMR_65407_Ct_late,-24.10167,143.0175,lateralis
242,5693,388,61,SAMR_65416_Ct_late,-24.13611,143.2017,lateralis
221,3121,294,99,UMMZ_242606_Ct_aust,-26.6578,113.64763,australis
221,3121,294,99,UMMZ_242607_Ct_aust,-26.65758,113.64697,australis
282,3354,635,129,UMMZ_242608_Ct_gran,-18.13731,123.52986,grandis
283,3345,627,130,UMMZ_242609_Ct_gran,-18.11428,123.55069,grandis
272,4550,479,103,UMMZ_242613_Ct_gran,-19.2393,127.82636,grandis
283,3345,627,130,UMMZ_242614_Ct_hele,-18.11428,123.55069,inornatus
283,3345,627,130,UMMZ_242616_Ct_hele,-18.11428,123.55069,inornatus
272,4775,470,91,UMMZ_242623_Ct_hele,-19.678985,127.58666,inornatus
282,3333,649,130,UMMZ_242624_Ct_inor,-18.09191,123.56942,superciliaris
272,4556,450,103,UMMZ_242629_Ct_inor,-19.2425,127.78279,superciliaris
272,4556,450,103,UMMZ_242630_Ct_inor,-19.24257,127.78061,superciliaris
283,3345,627,130,UMMZ_242633_Ct_pant,-18.11428,123.55069,pantherinus
283,3345,627,130,UMMZ_242634_Ct_pant,-18.11428,123.55069,pantherinus
272,4550,479,103,UMMZ_242638_Ct_pant,-19.2393,127.82636,pantherinus
272,4550,479,103,UMMZ_242639_Ct_pant,-19.2393,127.82636,pantherinus
226,4138,229,76,UMMZ_242643_Ct_pant,-26.4725,114.25648,pantherinus
272,4551,463,103,UMMZ_242644_Ct_pian,-19.24218,127.79014,piankai
272,4550,479,103,UMMZ_242645_Ct_quat,-19.2393,127.82636,quattuordecimlineatus
272,4549,474,104,UMMZ_242646_Ct_quat,-19.22818,127.84773,quattuordecimlineatus
226,4138,229,76,UMMZ_242648_Ct_scho,-26.4725,114.25648,schomburgkii
226,4138,229,76,UMMZ_242654_Ct_zast,-26.4725,114.25648,zastictus
226,4151,234,76,UMMZ_242655_Ct_zast,-26.4743,114.25961,zastictus
223,2982,241,81,UMMZ_244288_ct_inor,-26.05799,113.61562,inornatus
181,3560,290,25,WAMR_077870_Ct_scho,-32.103,126.291667,schomburgkii
269,5422,355,86,WAMR_094929_Ct_hele,-21.333,124.75,inornatus
266,5045,322,90,WAMR_099165_Ct_duri,-21.609,118.974444,duricola
203,5908,257,31,WAMR_100527_Ct_scho,-29.833,120.916667,schomburgkii
236,5388,476,93,WAMR_102159_Ct_duri,-22.599,118.6389,pallasotus
259,5463,287,85,WAMR_102261_Ct_scho,-23.044,115.812222,schomburgkii
257,5514,305,87,WAMR_102423_Ct_saxa,-23.102,116.007778,inornatus
259,5457,307,85,WAMR_102472_Ct_hele,-23.045,115.787222,hanloni
251,5531,248,82,WAMR_102494_Ct_duri,-23.389,115.8867,pallasotus
252,6226,239,66,WAMR_102658_Ct_nasu,-24.105,120.325,nasutus
249,6297,222,65,WAMR_102771_Ct_hele,-24.532,120.291111,inornatus
266,5046,318,91,WAMR_104950_Ct_pant,-21.609,118.987778,pantherinus
255,4649,471,95,WAMR_108591_Ct_pant,-21.817,116.233333,pantherinus
285,3540,537,119,WAMR_108698_Ct_saxa,-18.183,125.116667,superciliaris
267,4415,431,107,WAMR_108704_Ct_pant,-18.9,128.8,pantherinus
269,3538,677,121,WAMR_108745_Ct_saxa,-17.283,128.183333,superciliaris
269,3976,273,94,WAMR_108816_Ct_saxa,-21.033,116.816667,superciliaris
257,4438,341,96,WAMR_110222_Ct_duri,-21.384,117.061,pallasotus
240,5472,353,87,WAMR_111584_Ct_duri,-22.716,118.263,pallasotus
181,3953,231,17,WAMR_112780_Ct_orie,-32.073,124.002778,orientalis
190,5058,216,26,WAMR_113416_Ct_atla,-30.225,123.6833,atlas
187,3786,835,86,WAMR_115114_Ct_aust,-32.083,115.883333,australis
187,3661,862,87,WAMR_115119_Ct_aust,-31.933,115.770278,australis
217,6042,244,50,WAMR_117303_Ct_leon,-28.35,116.683333,leonhardii
225,6236,192,34,WAMR_119774_Ct_leon,-26.133,126.583333,leonhardii
266,5345,269,87,WAMR_119955_Ct_pian,-21.667,121.5833,piankai
266,5345,269,87,WAMR_119962_Ct_pant,-21.667,121.583333,pantherinus
287,2642,726,112,WAMR_126017_Ct_inor,-15.658,128.686389,inornatus
192,5900,283,29,WAMR_126428_Ct_atla,-30.283,119.7603,atlas
264,4634,407,106,WAMR_127432_Ct_quat,-20.083,123.95,quattuordecimlineatus
206,5496,338,67,WAMR_129863_Ct_pant,-28.533,115.616667,pantherinus
241,6335,211,48,WAMR_129885_Ct_pant,-24.909,126.531944,pantherinus
226,5605,393,82,WAMR_129923_Ct_hele,-23.25,118.666667,inornatus
230,6383,238,52,WAMR_129973_Ct_leon,-27.217,121.05,leonhardii
269,4326,308,98,WAMR_131009_Ct_hele,-21.19,117.172222,inornatus
224,4119,243,76,WAMR_131018_Ct_fall,-26.567,114.233333,inornatus
252,6011,345,65,WAMR_131057_Ct_pant,-22.817,127.75,pantherinus
260,5062,292,84,WAMR_131371_Ct_hele,-22.833,115.033333,inornatus
232,5806,211,61,WAMR_131785_Ct_leon,-26.617,115.533333,leonhardii
269,3376,252,86,WAMR_132520_Ct_pant,-20.677,116.752222,pantherinus
265,3248,293,88,WAMR_132522_Ct_saxa,-20.616,116.785,superciliaris
273,4467,313,99,WAMR_132682_Ct_saxa,-20.616,120.276111,superciliaris
272,4433,330,101,WAMR_132686_Ct_saxa,-20.579,120.318611,superciliaris
275,3889,317,102,WAMR_132723_Ct_saxa,-20.318,119.423333,superciliaris
177,4478,326,12,WAMR_135218_Ct_atla,-32.14,121.8444,atlas
181,4574,282,11,WAMR_135237_Ct_atla,-32.007,121.8308,atlas
239,5200,414,92,WAMR_135379_Ct_pant,-22.419,117.425556,pantherinus
239,5200,414,92,WAMR_135396_Ct_hele,-22.42,117.43,inornatus
213,6309,242,38,WAMR_136457_Ct_atla,-28.617,119.0667,atlas
285,2592,834,114,WAMR_137950_Ct_robu,-15.589,128.983333,robustus
276,3838,362,103,WAMR_139005_Ct_saxa,-19.746,121.4575,superciliaris
275,3919,378,105,WAMR_139092_Ct_pant,-19.812,121.473611,pantherinus
266,5024,264,92,WAMR_139394_Ct_duri,-21.351,120.4469,duricola
268,5005,254,91,WAMR_139414_Ct_nigr,-21.287,120.459444,nigrilineatus
257,4599,270,84,WAMR_139532_Ct_iape,-22.753,114.513889,iapetus
259,5685,304,84,WAMR_140704_Ct_pant,-22.674,119.416111,pantherinus
253,5699,312,85,WAMR_140720_Ct_hele,-22.821,119.325833,inornatus
259,3595,314,88,WAMR_140983_Ct_mary,-21.784,114.863889,maryani
268,3717,273,95,WAMR_141296_Ct_duri,-21.066,116.1492,pallasotus
205,5897,253,31,WAMR_144639_Ct_leon,-29.796,121.074722,leonhardii
271,4569,319,98,WAMR_145526_Ct_pant,-21.06,118.75,pantherinus
272,3823,308,99,WAMR_145567_Ct_hele,-20.61,118.61,inornatus
173,4054,322,27,WAMR_151241_Ct_scho,-32.86,121.4,schomburgkii
177,4831,560,72,WAMR_151655_Ct_scho,-31.195,116.307222,schomburgkii
222,6318,229,52,WAMR_152991_Ct_seve,-27.399,117.470833,inornatus
249,3034,246,85,WAMR_153812_Ct_saxa,-21.894,114.009444,superciliaris
176,4770,654,76,WAMR_153984_Ct_pant,-31.325,116.313611,pantherinus
255,5732,308,85,WAMR_157067_Ct_duri,-22.837,119.3972,duricola
259,4147,287,83,WAMR_157327_Ct_rufe,-22.3,114.593056,rufescens
267,4619,337,91,WAMR_157583_Ct_hanl,-21.748,116.075278,hanloni
258,4539,266,83,WAMR_158428_Ct_mary,-22.701,114.490278,maryani
251,4131,253,79,WAMR_158463_Ct_pant,-22.653,114.188056,pantherinus
262,5057,242,87,WAMR_160095_Ct_duri,-21.304,121.2,duricola
272,4682,311,97,WAMR_161462_Ct_duri,-20.935,119.858,duricola
256,5316,288,84,WAMR_162334_Ct_duri,-22.095,119.753,duricola
213,6248,294,40,WAMR_166390_Ct_hele,-25.9386,128.3897,inornatus
233,6352,368,56,WAMR_166391_Ct_hele,-24.6542,128.7553,inornatus
215,6275,251,39,WAMR_166440_Ct_calu,-25.9308,128.4494,calurus
234,6372,325,55,WAMR_166441_Ct_dux,-24.6964,128.7628,dux
225,6316,359,52,WAMR_166448_Ct_leon,-24.9001,128.7697,leonhardii
236,6379,306,56,WAMR_166456_Ct_pian,-24.6286,128.7556,piankai
255,6062,281,73,WAMR_170467_Ct_duri,-23.499,120.291,duricola
267,4807,297,98,WAMR_170880_Ct_duri,-21.237,119.408,duricola
